 15.1 1.4549e+00  13 4.44722e-02  
 15.2 1.4623e+00  13 4.48179e-02  
 15.3 1.4698e+00  13 4.51594e-02  
 15.4 1.4773e+00  13 4.54966e-02  
 15.5 1.4847e+00  13 4.58296e-02  
 15.6 1.4922e+00  13 4.61586e-02  
 15.7 1.4996e+00  13 4.64836e-02  
 15.8 1.5071e+00  13 4.68047e-02  
 15.9 1.5145e+00  13 4.71219e-02  
 16.0 1.5220e+00  13 4.74354e-02  
 16.1 1.5294e+00  13 4.77451e-02  
 16.2 1.5369e+00  13 4.80513e-02  
 16.3 1.5443e+00  13 4.83539e-02  
 16.4 1.5518e+00  13 4.86529e-02  
 16.5 1.5592e+00  13 4.89485e-02  
 16.6 1.5666e+00  13 4.92407e-02  
 16.7 1.5741e+00  13 4.95296e-02  
 16.8 1.5815e+00  13 4.98152e-02  
 16.9 1.5890e+00  13 5.00976e-02  
 17.0 1.5964e+00  13 5.03768e-02  
 17.1 1.6038e+00  13 5.06529e-02  
 17.2 1.6113e+00  13 5.09259e-02  
 17.3 1.6187e+00  13 5.11960e-02  
 17.4 1.6261e+00  13 5.14631e-02  
 17.5 1.6335e+00  13 5.17273e-02  
 17.6 1.6410e+00  13 5.19887e-02  
 17.7 1.6490e+00  13 5.22961e-02  
 17.8 1.6609e+00  13 5.28321e-02  
 17.9 1.6729e+00  13 5.34377e-02  
 18.0 1.6850e+00  13 5.40449e-02  
 18.1 1.6972e+00  13 5.46536e-02  
 18.2 1.7095e+00  13 5.52640e-02  
 18.3 1.7219e+00  13 5.58760e-02  
 18.4 1.7344e+00  13 5.64898e-02  
 18.5 1.7469e+00  13 5.71054e-02  
 18.6 1.7596e+00  13 5.77229e-02  
 18.7 1.7724e+00  13 5.83421e-02  
 18.8 1.7852e+00  13 5.89635e-02  
 18.9 1.7982e+00  13 5.95868e-02  
 19.0 1.8113e+00  13 6.02122e-02  
 19.1 1.8244e+00  13 6.08396e-02  
 19.2 1.8377e+00  13 6.14693e-02  
 19.3 1.8511e+00  13 6.21012e-02  
 19.4 1.8645e+00  13 6.27353e-02  
 19.5 1.8781e+00  13 6.33727e-02  
 19.6 1.8918e+00  13 6.40116e-02  
 19.7 1.9055e+00  13 6.46528e-02  
 19.8 1.9194e+00  13 6.52966e-02  
 19.9 1.7465e+01  14 1.00000e+00  
 20.0 1.7550e+01  14 1.00000e+00  
 20.1 1.7634e+01  14 1.00000e+00  
 20.2 1.7718e+01  14 1.00000e+00  
 20.3 1.7803e+01  14 1.00000e+00  
 20.4 1.7887e+01  14 1.00000e+00  
 20.5 1.7971e+01  14 1.00000e+00  
 20.6 1.8056e+01  14 1.00000e+00  
 20.7 1.8140e+01  14 1.00000e+00  
 20.8 1.8224e+01  14 1.00000e+00  
 20.9 1.8308e+01  14 1.00000e+00  
 21.0 1.8392e+01  14 1.00000e+00  
 21.1 1.8476e+01  14 1.00000e+00  
 21.2 1.8560e+01  14 1.00000e+00  
 21.3 1.8644e+01  14 1.00000e+00  
 21.4 1.8728e+01  14 1.00000e+00  
 21.5 1.8812e+01  14 1.00000e+00  
 21.6 1.8896e+01  14 1.00000e+00  
 21.7 1.8980e+01  14 1.00000e+00  
 21.8 1.9064e+01  14 1.00000e+00  
 21.9 1.9148e+01  14 1.00000e+00  
 22.0 1.9231e+01  14 1.00000e+00  
 22.1 1.9315e+01  14 1.00000e+00  
 22.2 1.9399e+01  14 1.00000e+00  
 22.3 1.9482e+01  14 1.00000e+00  
 22.4 1.9566e+01  14 1.00000e+00  
 22.5 1.9649e+01  14 1.00000e+00  
 22.6 1.9733e+01  14 1.00000e+00  
 22.7 5.5400e+00  14 2.45292e-01  
 22.8 5.6576e+00  14 2.50403e-01  
 22.9 5.7768e+00  14 2.55556e-01  
 23.0 5.8976e+00  14 2.60751e-01  
 23.1 6.0202e+00  14 2.65988e-01  
 23.2 6.1443e+00  14 2.71266e-01  
 23.3 6.2702e+00  14 2.76585e-01  
 23.4 6.3977e+00  14 2.81945e-01  
 23.5 6.5269e+00  14 2.87347e-01  
 23.6 6.6578e+00  14 2.92788e-01  
 23.7 6.7904e+00  14 2.98271e-01  
 23.8 6.9247e+00  14 3.03794e-01  
 23.9 7.0606e+00  14 3.09356e-01  
 24.0 7.1983e+00  14 3.14959e-01  
 24.1 7.3378e+00  14 3.20602e-01  
 24.2 7.4789e+00  14 3.26284e-01  
 24.3 7.6217e+00  14 3.32006e-01  
 24.4 7.7663e+00  14 3.37767e-01  
 24.5 7.9127e+00  14 3.43567e-01  
 24.6 8.0607e+00  14 3.49407e-01  
 24.7 8.2106e+00  14 3.55285e-01  
 24.8 8.3621e+00  14 3.61202e-01  
 24.9 8.5155e+00  14 3.67157e-01  
 25.0 8.6706e+00  14 3.73151e-01  
 25.1 8.8275e+00  14 3.79184e-01  
 25.2 8.9862e+00  14 3.85254e-01  
 25.3 9.1466e+00  14 3.91363e-01  
 25.4 9.3089e+00  14 3.97510e-01  
 25.5 9.4729e+00  14 4.03695e-01  
 25.6 9.6388e+00  14 4.09917e-01  
 25.7 9.8065e+00  14 4.16178e-01  
 25.8 9.9760e+00  14 4.22475e-01  
 25.9 1.0147e+01  14 4.28811e-01  
 26.0 1.0320e+01  14 4.35184e-01  
 26.1 1.0495e+01  14 4.41594e-01  
 26.2 1.0672e+01  14 4.48041e-01  
 26.3 1.0851e+01  14 4.54525e-01  
 26.4 1.1031e+01  14 4.61047e-01  
 26.5 1.1214e+01  14 4.67605e-01  
 26.6 1.1398e+01  14 4.74201e-01  
 26.7 1.1584e+01  14 4.80833e-01  
 26.8 1.1772e+01  14 4.87502e-01  
 26.9 1.1962e+01  14 4.94208e-01  
 27.0 1.2154e+01  14 5.00950e-01  
 27.1 1.2348e+01  14 5.07726e-01  
 27.2 1.2544e+01  14 5.14541e-01  
 27.3 1.2741e+01  14 5.21393e-01  
 27.4 1.2941e+01  14 5.28282e-01  
 27.5 1.3142e+01  14 5.35206e-01  
 27.6 1.3345e+01  14 5.42167e-01  
 27.7 1.3551e+01  14 5.49164e-01  
 27.8 1.3758e+01  14 5.56198e-01  
 27.9 1.3967e+01  14 5.63267e-01  
 28.0 1.4178e+01  14 5.70373e-01  
 28.1 1.4391e+01  14 5.77514e-01  
 28.2 1.4607e+01  14 5.84692e-01  
 28.3 1.4824e+01  14 5.91906e-01  
 28.4 1.5043e+01  14 5.99155e-01  
 28.5 1.5264e+01  14 6.06441e-01  
 28.6 1.5487e+01  14 6.13762e-01  
 28.7 1.5712e+01  14 6.21120e-01  
 28.8 1.5939e+01  14 6.28513e-01  
 28.9 1.6168e+01  14 6.35942e-01  
 29.0 1.6399e+01  14 6.43406e-01  
 29.1 1.6633e+01  14 6.50907e-01  
 29.2 1.6868e+01  14 6.58443e-01  
 29.3 1.7105e+01  14 6.66015e-01  
 29.4 1.7345e+01  14 6.73623e-01  
