 15.1 1.2885e+00  13 3.19200e-02  
 15.2 1.2951e+00  13 3.23393e-02  
 15.3 1.3017e+00  13 3.27536e-02  
 15.4 1.3083e+00  13 3.31628e-02  
 15.5 1.3148e+00  13 3.35662e-02  
 15.6 1.3212e+00  13 3.39582e-02  
 15.7 1.3277e+00  13 3.43518e-02  
 15.8 1.3342e+00  13 3.47404e-02  
 15.9 1.3407e+00  13 3.51246e-02  
 16.0 1.3472e+00  13 3.55041e-02  
 16.1 1.3536e+00  13 3.58796e-02  
 16.2 1.3715e+00  13 3.69078e-02  
 16.3 1.3782e+00  13 3.72816e-02  
 16.4 1.3848e+00  13 3.76516e-02  
 16.5 1.3914e+00  13 3.80174e-02  
 16.6 1.3980e+00  13 3.83796e-02  
 16.7 1.4046e+00  13 3.87371e-02  
 16.8 1.4111e+00  13 3.90904e-02  
 16.9 1.4177e+00  13 3.94408e-02  
 17.0 1.4242e+00  13 3.97877e-02  
 17.1 1.4307e+00  13 4.01311e-02  
 17.2 1.4372e+00  13 4.04705e-02  
 17.3 1.4437e+00  13 4.08062e-02  
 17.4 1.4502e+00  13 4.11386e-02  
 17.5 1.4566e+00  13 4.14676e-02  
 17.6 1.4631e+00  13 4.17924e-02  
 17.7 1.4695e+00  13 4.21142e-02  
 17.8 1.4759e+00  13 4.24333e-02  
 17.9 1.4823e+00  13 4.27503e-02  
 18.0 1.4887e+00  13 4.30641e-02  
 18.1 1.4951e+00  13 4.33746e-02  
 18.2 1.5014e+00  13 4.36819e-02  
 18.3 1.5233e+00  13 4.47214e-02  
 18.4 1.5299e+00  13 4.50277e-02  
 18.5 1.5364e+00  13 4.53308e-02  
 18.6 1.5429e+00  13 4.56308e-02  
 18.7 1.5494e+00  13 4.59280e-02  
 18.8 1.5559e+00  13 4.62222e-02  
 18.9 1.5623e+00  13 4.65136e-02  
 19.0 1.5688e+00  13 4.68021e-02  
 19.1 1.5752e+00  13 4.70879e-02  
 19.2 1.5816e+00  13 4.73709e-02  
 19.3 1.5880e+00  13 4.76511e-02  
 19.4 1.5943e+00  13 4.79287e-02  
 19.5 1.6007e+00  13 4.82049e-02  
 19.6 1.6071e+00  13 4.84784e-02  
 19.7 1.6134e+00  13 4.87492e-02  
 19.8 1.6197e+00  13 4.90179e-02  
 19.9 1.6261e+00  13 4.92854e-02  
 20.0 1.6324e+00  13 4.95507e-02  
 20.1 1.6387e+00  13 4.98137e-02  
 20.2 1.6450e+00  13 5.00733e-02  
 20.3 1.6512e+00  13 5.03313e-02  
 20.4 1.6575e+00  13 5.05868e-02  
 20.5 1.6637e+00  13 5.08397e-02  
 20.6 1.6699e+00  13 5.10903e-02  
 20.7 1.6761e+00  13 5.13387e-02  
 20.8 1.6822e+00  13 5.15849e-02  
 20.9 1.6884e+00  13 5.18289e-02  
 21.0 1.6945e+00  13 5.20708e-02  
 21.1 1.7006e+00  13 5.23105e-02  
 21.2 1.7067e+00  13 5.25481e-02  
 21.3 1.7127e+00  13 5.27837e-02  
 21.4 1.7408e+00  13 5.38552e-02  
 21.5 1.7470e+00  13 5.40919e-02  
 21.6 1.7533e+00  13 5.43268e-02  
 21.7 1.7596e+00  13 5.45597e-02  
 21.8 1.7658e+00  13 5.47908e-02  
 21.9 1.7720e+00  13 5.50199e-02  
 22.0 1.7782e+00  13 5.52472e-02  
 22.1 1.7844e+00  13 5.54727e-02  
 22.2 1.7906e+00  13 5.56963e-02  
 22.3 1.7967e+00  13 5.59181e-02  
 22.4 1.8053e+00  13 5.63084e-02  
 22.5 1.8146e+00  13 5.67455e-02  
 22.6 1.8239e+00  13 5.71824e-02  
 22.7 1.8332e+00  13 5.76191e-02  
 22.8 1.8425e+00  13 5.80570e-02  
 22.9 1.8519e+00  13 5.84955e-02  
 23.0 1.8614e+00  13 5.89350e-02  
 23.1 1.8708e+00  13 5.93739e-02  
 23.2 1.8803e+00  13 5.98123e-02  
 23.3 1.8898e+00  13 6.02507e-02  
 23.4 1.8993e+00  13 6.06890e-02  
