 15.1 1.4521e+00  13 4.46742e-02  
 15.2 1.4597e+00  13 4.50398e-02  
 15.3 1.4673e+00  13 4.54009e-02  
 15.4 1.4749e+00  13 4.57577e-02  
 15.5 1.4825e+00  13 4.61103e-02  
 15.6 1.4900e+00  13 4.64586e-02  
 15.7 1.4976e+00  13 4.68030e-02  
 15.8 1.5052e+00  13 4.71434e-02  
 15.9 1.5128e+00  13 4.74799e-02  
 16.0 1.5204e+00  13 4.77586e-02  
 16.1 1.5279e+00  13 4.80865e-02  
 16.2 1.5355e+00  13 4.84107e-02  
 16.3 1.5431e+00  13 4.87312e-02  
 16.4 1.5507e+00  13 4.90481e-02  
 16.5 1.5582e+00  13 4.93614e-02  
 16.6 1.5658e+00  13 4.96713e-02  
 16.7 1.5734e+00  13 4.99778e-02  
 16.8 1.5809e+00  13 5.02809e-02  
 16.9 1.5885e+00  13 5.05807e-02  
 17.0 1.5961e+00  13 5.08773e-02  
 17.1 1.6036e+00  13 5.11707e-02  
 17.2 1.6112e+00  13 5.14609e-02  
 17.3 1.6188e+00  13 5.17479e-02  
 17.4 1.6263e+00  13 5.20321e-02  
 17.5 1.6339e+00  13 5.23133e-02  
 17.6 1.6414e+00  13 5.25915e-02  
 17.7 1.6490e+00  13 5.28669e-02  
 17.8 1.6565e+00  13 5.31395e-02  
 17.9 1.6641e+00  13 5.34092e-02  
 18.0 1.6716e+00  13 5.36762e-02  
 18.1 1.6792e+00  13 5.39406e-02  
 18.2 1.6867e+00  13 5.41269e-02  
 18.3 1.6943e+00  13 5.43850e-02  
 18.4 1.7018e+00  13 5.46405e-02  
 18.5 1.7094e+00  13 5.48935e-02  
 18.6 1.7169e+00  13 5.51442e-02  
 18.7 1.7272e+00  13 5.56028e-02  
 18.8 1.7395e+00  13 5.62063e-02  
 18.9 1.7519e+00  13 5.68119e-02  
 19.0 1.7644e+00  13 5.74195e-02  
 19.1 1.7769e+00  13 5.80289e-02  
 19.2 1.7896e+00  13 5.86404e-02  
 19.3 1.8024e+00  13 5.92539e-02  
 19.4 1.8152e+00  13 5.98695e-02  
 19.5 1.8282e+00  13 6.04873e-02  
 19.6 1.8412e+00  13 6.11072e-02  
 19.7 1.8543e+00  13 6.17295e-02  
 19.8 1.8676e+00  13 6.23540e-02  
 19.9 1.8809e+00  13 6.29808e-02  
 20.0 1.8944e+00  13 6.36100e-02  
 20.1 1.9079e+00  13 6.42416e-02  
 20.2 1.9215e+00  13 6.48758e-02  
 20.3 1.7607e+01  14 1.00000e+00  
 20.4 1.7688e+01  14 1.00000e+00  
 20.5 1.7769e+01  14 1.00000e+00  
 20.6 1.7851e+01  14 1.00000e+00  
 20.7 1.7903e+01  14 1.00000e+00  
 20.8 1.7982e+01  14 1.00000e+00  
 20.9 1.8062e+01  14 1.00000e+00  
 21.0 1.8142e+01  14 1.00000e+00  
 21.1 1.8221e+01  14 1.00000e+00  
 21.2 1.8301e+01  14 1.00000e+00  
 21.3 1.8380e+01  14 1.00000e+00  
 21.4 1.8461e+01  14 1.00000e+00  
 21.5 1.8509e+01  14 1.00000e+00  
 21.6 1.8587e+01  14 1.00000e+00  
 21.7 1.8666e+01  14 1.00000e+00  
 21.8 1.8744e+01  14 1.00000e+00  
 21.9 1.8822e+01  14 1.00000e+00  
 22.0 1.8900e+01  14 1.00000e+00  
 22.1 1.8977e+01  14 1.00000e+00  
 22.2 1.9057e+01  14 1.00000e+00  
 22.3 1.9102e+01  14 1.00000e+00  
 22.4 1.9179e+01  14 1.00000e+00  
 22.5 1.9256e+01  14 1.00000e+00  
 22.6 1.9333e+01  14 1.00000e+00  
 22.7 1.9409e+01  14 1.00000e+00  
 22.8 1.9485e+01  14 1.00000e+00  
 22.9 1.9561e+01  14 1.00000e+00  
 23.0 1.9639e+01  14 1.00000e+00  
 23.1 1.9682e+01  14 1.00000e+00  
 23.2 5.5643e+00  14 2.47346e-01  
 23.3 5.6778e+00  14 2.52358e-01  
 23.4 5.7927e+00  14 2.57409e-01  
 23.5 5.9091e+00  14 2.62499e-01  
 23.6 6.0269e+00  14 2.67627e-01  
 23.7 6.1462e+00  14 2.72793e-01  
 23.8 6.2669e+00  14 2.78001e-01  
 23.9 6.3893e+00  14 2.83218e-01  
 24.0 6.5105e+00  14 2.88897e-01  
