 15.1 1.3086e+00  13 1.06504e-01  
 15.2 1.3156e+00  13 1.11260e-01  
 15.3 1.3225e+00  13 1.15424e-01  
 15.4 1.3295e+00  13 1.18148e-01  
 15.5 1.3365e+00  13 1.20266e-01  
 15.6 1.3434e+00  13 1.21243e-01  
 15.7 1.3503e+00  13 1.21615e-01  
 15.8 1.3572e+00  13 1.23162e-01  
 15.9 1.3642e+00  13 1.24380e-01  
 16.0 1.3710e+00  13 1.24866e-01  
 16.1 1.3779e+00  13 1.25855e-01  
 16.2 1.3848e+00  13 1.26550e-01  
 16.3 1.3917e+00  13 1.27647e-01  
 16.4 1.4072e+00  13 1.29973e-01  
 16.5 1.4142e+00  13 1.31104e-01  
 16.6 1.4212e+00  13 1.32173e-01  
 16.7 1.4282e+00  13 1.32602e-01  
 16.8 1.4352e+00  13 1.32895e-01  
 16.9 1.4422e+00  13 1.34316e-01  
 17.0 1.4492e+00  13 1.34370e-01  
 17.1 1.4562e+00  13 1.35995e-01  
 17.2 1.4631e+00  13 1.37070e-01  
 17.3 1.4700e+00  13 1.36702e-01  
 17.4 1.4770e+00  13 1.38672e-01  
 17.5 1.4839e+00  13 1.38778e-01  
 17.6 1.4908e+00  13 1.39891e-01  
 17.7 1.4977e+00  13 1.40230e-01  
 17.8 1.5046e+00  13 1.41231e-01  
 17.9 1.5115e+00  13 1.42155e-01  
 18.0 1.5183e+00  13 1.42774e-01  
 18.1 1.5252e+00  13 1.42983e-01  
 18.2 1.5320e+00  13 1.43479e-01  
 18.3 1.5388e+00  13 1.43960e-01  
 18.4 1.5455e+00  13 1.44134e-01  
 18.5 1.5522e+00  13 1.44662e-01  
 18.6 1.5709e+00  13 1.45926e-01  
 18.7 1.5778e+00  13 1.46875e-01  
 18.8 1.5846e+00  13 1.47579e-01  
 18.9 1.5914e+00  13 1.48470e-01  
 19.0 1.5983e+00  13 1.48303e-01  
 19.1 1.6052e+00  13 1.49400e-01  
 19.2 1.6120e+00  13 1.49445e-01  
 19.3 1.6191e+00  13 1.49817e-01  
 19.4 1.6261e+00  13 1.51207e-01  
 19.5 1.6329e+00  13 1.50148e-01  
 19.6 1.6398e+00  13 1.51178e-01  
 19.7 1.6467e+00  13 1.51108e-01  
 19.8 1.6535e+00  13 1.52233e-01  
 19.9 1.6595e+00  13 1.52541e-01  
 20.0 1.6663e+00  13 1.52621e-01  
 20.1 1.6730e+00  13 1.53107e-01  
 20.2 1.6798e+00  13 1.53446e-01  
 20.3 1.6865e+00  13 1.53377e-01  
 20.4 1.6932e+00  13 1.53560e-01  
 20.5 1.6999e+00  13 1.54343e-01  
 20.6 1.7066e+00  13 1.54563e-01  
 20.7 1.7133e+00  13 1.55063e-01  
 20.8 1.7201e+00  13 1.55235e-01  
 20.9 1.7269e+00  13 1.55247e-01  
 21.0 1.7348e+00  13 1.56022e-01  
 21.1 1.7448e+00  13 1.57453e-01  
 21.2 1.7548e+00  13 1.58891e-01  
 21.3 1.7649e+00  13 1.60035e-01  
 21.4 1.7750e+00  13 1.60368e-01  
 21.5 1.7852e+00  13 1.62229e-01  
 21.6 1.7734e+00  13 1.59117e-01  
 21.7 1.7800e+00  13 1.59484e-01  
 21.8 1.7850e+00  13 1.67939e-01  
 21.9 1.7858e+00  13 1.67982e-01  
 22.0 1.7863e+00  13 1.68009e-01  
 22.1 1.7880e+00  13 1.68108e-01  
 22.2 1.7891e+00  13 1.68165e-01  
 22.3 1.7903e+00  13 1.68232e-01  
 22.4 1.7913e+00  13 1.68286e-01  
 22.5 1.7918e+00  13 1.68315e-01  
 22.6 1.7935e+00  13 1.68407e-01  
 22.7 1.7944e+00  13 1.68459e-01  
 22.8 1.7953e+00  13 1.68507e-01  
 22.9 1.7964e+00  13 1.68567e-01  
 23.0 1.7984e+00  13 1.68676e-01  
 23.1 1.7996e+00  13 1.68741e-01  
 23.2 1.8007e+00  13 1.68800e-01  
 23.3 1.8010e+00  13 1.68817e-01  
 23.4 1.8032e+00  13 1.68931e-01  
 23.5 1.8038e+00  13 1.68967e-01  
 23.6 1.8054e+00  13 1.69051e-01  
 23.7 1.8065e+00  13 1.69113e-01  
 23.8 1.8087e+00  13 1.69228e-01  
 23.9 1.8097e+00  13 1.69281e-01  
 24.0 1.8098e+00  13 1.69287e-01  
 24.1 1.8109e+00  13 1.69344e-01  
 24.2 1.8130e+00  13 1.69455e-01  
 24.3 1.8144e+00  13 1.69531e-01  
 24.4 1.8160e+00  13 1.69613e-01  
 24.5 1.8171e+00  13 1.69671e-01  
 24.6 1.8190e+00  13 1.69770e-01  
 24.7 1.8201e+00  13 1.69827e-01  
 24.8 1.8213e+00  13 1.69890e-01  
 24.9 1.8225e+00  13 1.69957e-01  
 25.0 1.8238e+00  13 1.70023e-01  
 25.1 1.8256e+00  13 1.70117e-01  
 25.2 1.8268e+00  13 1.70180e-01  
 25.3 1.8282e+00  13 1.70252e-01  
 25.4 1.8293e+00  13 1.70310e-01  
 25.5 1.8317e+00  13 1.70432e-01  
 25.6 1.8325e+00  13 1.70475e-01  
 25.7 1.8342e+00  13 1.70559e-01  
 25.8 1.8361e+00  13 1.70655e-01  
 25.9 1.8373e+00  13 1.70719e-01  
 26.0 1.8386e+00  13 1.70785e-01  
 26.1 1.8401e+00  13 1.70860e-01  
 26.2 1.8421e+00  13 1.70961e-01  
 26.3 1.8443e+00  13 1.71071e-01  
 26.4 1.8453e+00  13 1.71121e-01  
 26.5 1.8465e+00  13 1.71182e-01  
 26.6 1.8483e+00  13 1.71272e-01  
 26.7 1.8499e+00  13 1.71353e-01  
 26.8 1.8514e+00  13 1.71428e-01  
 26.9 1.8529e+00  13 1.71499e-01  
 27.0 1.8542e+00  13 1.71564e-01  
 27.1 1.8565e+00  13 1.71680e-01  
 27.2 1.8582e+00  13 1.71763e-01  
 27.3 1.8593e+00  13 1.71816e-01  
 27.4 1.8602e+00  13 1.71861e-01  
 27.5 1.8617e+00  13 1.71934e-01  
 27.6 1.8779e+00  13 1.72715e-01  
 27.7 1.8799e+00  13 1.72808e-01  
 27.8 1.8816e+00  13 1.72888e-01  
 27.9 1.8838e+00  13 1.72995e-01  
 28.0 1.8860e+00  13 1.73100e-01  
 28.1 1.8868e+00  13 1.73133e-01  
 28.2 1.8885e+00  13 1.73215e-01  
 28.3 1.8909e+00  13 1.73325e-01  
 28.4 1.8927e+00  13 1.73411e-01  
