 15.1 1.4091e+00  13 4.06868e-02  
 15.2 1.4164e+00  13 4.10509e-02  
 15.3 1.4237e+00  13 4.14111e-02  
 15.4 1.4310e+00  13 4.17673e-02  
 15.5 1.4383e+00  13 4.21196e-02  
 15.6 1.4456e+00  13 4.24680e-02  
 15.7 1.4529e+00  13 4.28127e-02  
 15.8 1.4602e+00  13 4.31536e-02  
 15.9 1.4675e+00  13 4.34910e-02  
 16.0 1.4748e+00  13 4.38245e-02  
 16.1 1.4833e+00  13 4.42572e-02  
 16.2 1.4941e+00  13 4.48799e-02  
 16.3 1.5050e+00  13 4.55034e-02  
 16.4 1.5159e+00  13 4.61281e-02  
 16.5 1.5270e+00  13 4.67538e-02  
 16.6 1.5382e+00  13 4.73807e-02  
 16.7 1.5494e+00  13 4.80088e-02  
 16.8 1.5608e+00  13 4.86382e-02  
 16.9 1.5722e+00  13 4.92689e-02  
 17.0 1.5837e+00  13 4.99012e-02  
 17.1 1.5953e+00  13 5.05349e-02  
 17.2 1.6070e+00  13 5.11704e-02  
 17.3 1.6188e+00  13 5.18075e-02  
 17.4 1.6307e+00  13 5.24464e-02  
 17.5 1.6427e+00  13 5.30871e-02  
 17.6 1.6547e+00  13 5.37296e-02  
 17.7 1.6669e+00  13 5.43740e-02  
 17.8 1.6792e+00  13 5.50204e-02  
 17.9 1.6915e+00  13 5.56689e-02  
 18.0 1.7040e+00  13 5.63194e-02  
 18.1 1.7165e+00  13 5.69721e-02  
 18.2 1.7292e+00  13 5.76269e-02  
 18.3 1.7419e+00  13 5.82841e-02  
 18.4 1.7548e+00  13 5.89436e-02  
 18.5 1.7677e+00  13 5.96055e-02  
 18.6 1.7808e+00  13 6.02699e-02  
 18.7 1.7939e+00  13 6.09521e-02  
 18.8 1.8072e+00  13 6.16219e-02  
 18.9 1.8205e+00  13 6.22944e-02  
 19.0 1.8340e+00  13 6.29697e-02  
 19.1 1.8476e+00  13 6.36478e-02  
 19.2 1.8612e+00  13 6.43286e-02  
 19.3 1.8750e+00  13 6.50124e-02  
 19.4 1.8889e+00  13 6.56990e-02  
 19.5 1.9029e+00  13 6.63887e-02  
 19.6 1.9170e+00  13 6.70814e-02  
 19.7 1.6979e+01  14 1.00000e+00  
 19.8 1.7057e+01  14 1.00000e+00  
 19.9 1.7136e+01  14 1.00000e+00  
 20.0 1.7214e+01  14 1.00000e+00  
 20.1 1.7293e+01  14 1.00000e+00  
 20.2 1.7371e+01  14 1.00000e+00  
 20.3 1.7449e+01  14 1.00000e+00  
 20.4 1.7527e+01  14 1.00000e+00  
 20.5 1.7605e+01  14 1.00000e+00  
 20.6 1.7683e+01  14 1.00000e+00  
 20.7 1.7761e+01  14 1.00000e+00  
 20.8 1.7838e+01  14 1.00000e+00  
 20.9 1.7916e+01  14 1.00000e+00  
 21.0 1.7993e+01  14 1.00000e+00  
 21.1 1.8070e+01  14 1.00000e+00  
 21.2 1.8148e+01  14 1.00000e+00  
 21.3 1.8225e+01  14 1.00000e+00  
 21.4 1.8301e+01  14 1.00000e+00  
 21.5 1.8378e+01  14 1.00000e+00  
 21.6 1.8455e+01  14 1.00000e+00  
 21.7 1.8531e+01  14 1.00000e+00  
 21.8 1.8608e+01  14 1.00000e+00  
 21.9 1.8684e+01  14 1.00000e+00  
 22.0 1.8760e+01  14 1.00000e+00  
 22.1 1.8836e+01  14 1.00000e+00  
 22.2 1.8912e+01  14 1.00000e+00  
 22.3 1.8988e+01  14 1.00000e+00  
 22.4 1.9064e+01  14 1.00000e+00  
 22.5 1.9140e+01  14 1.00000e+00  
 22.6 5.6042e+00  14 2.56850e-01  
 22.7 5.7207e+00  14 2.62211e-01  
 22.8 5.8388e+00  14 2.67540e-01  
 22.9 5.9585e+00  14 2.72912e-01  
 23.0 6.0797e+00  14 2.78326e-01  
 23.1 6.2025e+00  14 2.83782e-01  
 23.2 6.3268e+00  14 2.89280e-01  
 23.3 6.4527e+00  14 2.94820e-01  
 23.4 6.5802e+00  14 3.00401e-01  
 23.5 6.7093e+00  14 3.06025e-01  
 23.6 6.8400e+00  14 3.11690e-01  
 23.7 6.9722e+00  14 3.17395e-01  
 23.8 7.1060e+00  14 3.23141e-01  
 23.9 7.2415e+00  14 3.28929e-01  
 24.0 7.3785e+00  14 3.34756e-01  
 24.1 7.5171e+00  14 3.40624e-01  
 24.2 7.6573e+00  14 3.46532e-01  
 24.3 7.7991e+00  14 3.52480e-01  
 24.4 7.9425e+00  14 3.58468e-01  
 24.5 8.0876e+00  14 3.64496e-01  
 24.6 8.2342e+00  14 3.70563e-01  
 24.7 8.3825e+00  14 3.76669e-01  
 24.8 8.5323e+00  14 3.82815e-01  
 24.9 8.6838e+00  14 3.88999e-01  
 25.0 8.8370e+00  14 3.95223e-01  
 25.1 8.9917e+00  14 4.01485e-01  
 25.2 9.1481e+00  14 4.07786e-01  
 25.3 9.3061e+00  14 4.14126e-01  
 25.4 9.4658e+00  14 4.20503e-01  
 25.5 9.6271e+00  14 4.26919e-01  
 25.6 9.7900e+00  14 4.33374e-01  
 25.7 9.9546e+00  14 4.39866e-01  
 25.8 1.0121e+01  14 4.46396e-01  
 25.9 1.0289e+01  14 4.52964e-01  
 26.0 1.0458e+01  14 4.59570e-01  
 26.1 1.0629e+01  14 4.66214e-01  
 26.2 1.0802e+01  14 4.72895e-01  
 26.3 1.0977e+01  14 4.79614e-01  
 26.4 1.1153e+01  14 4.86370e-01  
 26.5 1.1331e+01  14 4.93164e-01  
 26.6 1.1511e+01  14 4.99994e-01  
 26.7 1.1692e+01  14 5.06862e-01  
 26.8 1.1872e+01  14 5.13817e-01  
 26.9 1.2056e+01  14 5.20758e-01  
 27.0 1.2242e+01  14 5.27736e-01  
 27.1 1.2430e+01  14 5.34751e-01  
 27.2 1.2620e+01  14 5.41803e-01  
 27.3 1.2811e+01  14 5.48891e-01  
 27.4 1.3004e+01  14 5.56016e-01  
 27.5 1.3198e+01  14 5.63178e-01  
 27.6 1.3395e+01  14 5.70377e-01  
 27.7 1.3593e+01  14 5.77612e-01  
 27.8 1.3792e+01  14 5.84883e-01  
 27.9 1.3994e+01  14 5.92192e-01  
 28.0 1.4197e+01  14 5.99536e-01  
 28.1 1.4402e+01  14 6.06916e-01  
 28.2 1.4608e+01  14 6.14332e-01  
 28.3 1.4816e+01  14 6.21784e-01  
 28.4 1.5026e+01  14 6.29273e-01  
 28.5 1.5238e+01  14 6.36797e-01  
 28.6 1.5452e+01  14 6.44358e-01  
 28.7 1.5667e+01  14 6.51955e-01  
 28.8 1.5883e+01  14 6.59588e-01  
 28.9 1.6102e+01  14 6.67257e-01  
 29.0 1.6322e+01  14 6.74961e-01  
 29.1 1.6544e+01  14 6.82702e-01  
 29.2 1.6768e+01  14 6.90478e-01  
 29.3 1.6994e+01  14 6.98291e-01  
 29.4 1.7221e+01  14 7.06139e-01  
 29.5 1.7450e+01  14 7.14022e-01  
 29.6 1.7681e+01  14 7.21942e-01  
 29.7 1.7913e+01  14 7.29897e-01  
 29.8 1.8148e+01  14 7.37888e-01  
 29.9 1.8384e+01  14 7.45915e-01  
 30.0 1.8621e+01  14 7.53977e-01  
 30.1 1.8861e+01  14 7.62076e-01  
 30.2 1.9102e+01  14 7.70209e-01  
 30.3 1.9345e+01  14 7.78379e-01  
 30.4 1.9590e+01  14 7.86584e-01  
 30.5 1.9837e+01  14 7.94825e-01  
 30.6 2.0085e+01  14 8.03102e-01  
 30.7 2.0335e+01  14 8.11414e-01  
 30.8 2.0587e+01  14 8.19762e-01  
 30.9 2.0841e+01  14 8.28145e-01  
 31.0 2.1096e+01  14 8.36564e-01  
 31.1 2.1353e+01  14 8.45019e-01  
 31.2 2.1603e+01  14 8.53525e-01  
 31.3 2.1864e+01  14 8.62050e-01  
 31.4 2.2126e+01  14 8.70611e-01  
 31.5 2.2390e+01  14 8.79208e-01  
 31.6 2.2656e+01  14 8.87840e-01  
 31.7 2.2924e+01  14 8.96508e-01  
 31.8 2.3193e+01  14 9.05212e-01  
 31.9 2.3464e+01  14 9.13951e-01  
 32.0 2.3737e+01  14 9.22726e-01  
 32.1 2.4012e+01  14 9.31537e-01  
 32.2 2.4289e+01  14 9.40384e-01  
 32.3 2.4567e+01  14 9.49266e-01  
 32.4 2.4847e+01  14 9.58184e-01  
 32.5 2.5129e+01  14 9.67138e-01  
 32.6 2.5413e+01  14 9.76128e-01  
 32.7 2.5699e+01  14 9.85153e-01  
 32.8 2.5986e+01  14 9.94215e-01  
 32.9 2.6191e+01  14 1.00000e+00  
 33.0 2.6250e+01  14 1.00000e+00  
 33.1 2.6309e+01  14 1.00000e+00  
 33.2 2.6368e+01  14 1.00000e+00  
 33.3 2.6426e+01  14 1.00000e+00  
 33.4 2.6485e+01  14 1.00000e+00  
 33.5 2.6543e+01  14 1.00000e+00  
 33.6 2.6601e+01  14 1.00000e+00  
 33.7 2.6659e+01  14 1.00000e+00  
 33.8 2.6716e+01  14 1.00000e+00  
 33.9 2.6774e+01  14 1.00000e+00  
 34.0 2.6831e+01  14 1.00000e+00  
 34.1 2.6888e+01  14 1.00000e+00  
 34.2 2.6945e+01  14 1.00000e+00  
 34.3 2.7001e+01  14 1.00000e+00  
 34.4 2.6923e+01  14 1.00000e+00  
 34.5 2.6980e+01  14 1.00000e+00  
 34.6 2.7036e+01  14 1.00000e+00  
 34.7 2.7092e+01  14 1.00000e+00  
 34.8 2.7000e+01  14 1.00000e+00  
 34.9 2.7057e+01  14 1.00000e+00  
 35.0 2.7113e+01  14 1.00000e+00  
 35.1 2.7169e+01  14 1.00000e+00  
 35.2 2.7075e+01  14 1.00000e+00  
 35.3 2.7131e+01  14 1.00000e+00  
 35.4 2.7186e+01  14 1.00000e+00  
 35.5 2.7242e+01  14 1.00000e+00  
 35.6 2.7297e+01  14 1.00000e+00  
 35.7 2.5450e+01  14 1.00000e+00  
 35.8 2.4257e+01  14 1.00000e+00  
 35.9 2.1847e+01  14 1.00000e+00  
 36.0 2.0668e+01  14 1.00000e+00  
 36.1 1.8273e+01  14 1.00000e+00  
 36.2 1.7091e+01  14 1.00000e+00  
 36.3 1.4710e+01  14 1.00000e+00  
 36.4 1.3557e+01  14 1.00000e+00  
 36.5 1.2619e+01  14 9.69645e-01  
 36.6 1.2775e+01  14 9.77671e-01  
 36.7 1.2672e+01  14 9.72381e-01  
 36.8 1.2646e+01  14 9.71065e-01  
 36.9 1.2853e+01  14 9.81652e-01  
 37.0 1.2605e+01  14 9.68942e-01  
 37.1 1.2703e+01  14 9.73981e-01  
 37.2 1.2680e+01  14 9.72779e-01  
 37.3 1.2603e+01  14 9.68823e-01  
 37.4 1.2732e+01  14 9.75492e-01  
 37.5 1.2695e+01  14 9.73595e-01  
 37.6 1.2610e+01  14 9.69230e-01  
 37.7 1.2737e+01  14 9.75701e-01  
 37.8 1.2687e+01  14 9.73176e-01  
 37.9 1.2622e+01  14 9.69802e-01  
 38.0 1.2718e+01  14 9.74746e-01  
 38.1 1.2657e+01  14 9.71636e-01  
 38.2 1.2836e+01  14 9.80809e-01  
 38.3 1.2658e+01  14 9.71679e-01  
 38.4 1.2608e+01  14 9.69122e-01  
 38.5 1.2819e+01  14 9.79926e-01  
 38.6 1.2933e+01  14 9.85734e-01  
 38.7 1.3002e+01  14 9.89280e-01  
 38.8 1.3040e+01  14 9.91174e-01  
 38.9 1.3117e+01  14 9.95133e-01  
 39.0 1.3221e+01  14 1.00000e+00  
 39.1 1.3264e+01  14 1.00000e+00  
 39.2 1.3308e+01  14 1.00000e+00  
 39.3 1.3351e+01  14 1.00000e+00  
 39.4 1.3395e+01  14 1.00000e+00  
 39.5 1.3438e+01  14 1.00000e+00  
 39.6 1.3482e+01  14 1.00000e+00  
 39.7 1.3552e+01  14 1.00000e+00  
 39.8 1.3595e+01  14 1.00000e+00  
 39.9 1.3639e+01  14 1.00000e+00  
 40.0 1.3682e+01  14 1.00000e+00  
 40.1 1.3726e+01  14 1.00000e+00  
 40.2 1.3769e+01  14 1.00000e+00  
 40.3 1.3812e+01  14 1.00000e+00  
 40.4 1.3855e+01  14 1.00000e+00  
 40.5 1.3899e+01  14 1.00000e+00  
 40.6 1.3941e+01  14 1.00000e+00  
 40.7 1.3985e+01  14 1.00000e+00  
 40.8 1.4027e+01  14 1.00000e+00  
 40.9 1.4070e+01  14 1.00000e+00  
 41.0 1.4113e+01  14 1.00000e+00  
 41.1 1.4156e+01  14 1.00000e+00  
 41.2 1.4256e+01  14 1.00000e+00  
 41.3 1.4300e+01  14 1.00000e+00  
 41.4 1.4343e+01  14 1.00000e+00  
 41.5 1.4386e+01  14 1.00000e+00  
 41.6 1.4430e+01  14 1.00000e+00  
 41.7 1.4473e+01  14 1.00000e+00  
 41.8 1.4517e+01  14 1.00000e+00  
 41.9 1.4560e+01  14 1.00000e+00  
 42.0 1.4603e+01  14 1.00000e+00  
 42.1 1.4647e+01  14 1.00000e+00  
 42.2 1.4690e+01  14 1.00000e+00  
 42.3 1.4733e+01  14 1.00000e+00  
 42.4 1.4776e+01  14 1.00000e+00  
 42.5 1.4819e+01  14 1.00000e+00  
 42.6 1.4862e+01  14 1.00000e+00  
 42.7 1.4905e+01  14 1.00000e+00  
 42.8 1.4871e+01  14 1.00000e+00  
 42.9 1.4916e+01  14 1.00000e+00  
 43.0 1.4960e+01  14 1.00000e+00  
 43.1 1.5004e+01  14 1.00000e+00  
 43.2 1.5049e+01  14 1.00000e+00  
 43.3 1.5093e+01  14 1.00000e+00  
 43.4 1.5138e+01  14 1.00000e+00  
 43.5 1.5182e+01  14 1.00000e+00  
 43.6 1.5227e+01  14 1.00000e+00  
 43.7 1.5271e+01  14 1.00000e+00  
 43.8 1.5316e+01  14 1.00000e+00  
 43.9 1.5360e+01  14 1.00000e+00  
 44.0 1.5405e+01  14 1.00000e+00  
 44.1 1.5449e+01  14 1.00000e+00  
 44.2 1.5494e+01  14 1.00000e+00  
 44.3 1.5538e+01  14 1.00000e+00  
 44.4 1.5624e+01  14 1.00000e+00  
 44.5 1.5667e+01  14 1.00000e+00  
 44.6 1.5711e+01  14 1.00000e+00  
 44.7 1.5755e+01  14 1.00000e+00  
 44.8 1.5798e+01  14 1.00000e+00  
 44.9 1.5841e+01  14 1.00000e+00  
 45.0 1.5885e+01  14 1.00000e+00  
 45.1 1.5928e+01  14 1.00000e+00  
 45.2 1.5960e+01  14 1.00000e+00  
 45.3 1.5988e+01  14 1.00000e+00  
 45.4 1.6024e+01  14 1.00000e+00  
 45.5 1.6070e+01  14 1.00000e+00  
 45.6 1.6123e+01  14 1.00000e+00  
 45.7 1.6242e+01  14 1.00000e+00  
 45.8 1.6273e+01  14 1.00000e+00  
 45.9 1.6316e+01  14 1.00000e+00  
 46.0 1.6359e+01  14 1.00000e+00  
 46.1 1.6333e+01  14 1.00000e+00  
 46.2 1.6378e+01  14 1.00000e+00  
 46.3 1.6423e+01  14 1.00000e+00  
 46.4 1.6468e+01  14 1.00000e+00  
 46.5 1.6513e+01  14 1.00000e+00  
 46.6 1.6558e+01  14 1.00000e+00  
 46.7 1.6603e+01  14 1.00000e+00  
 46.8 1.6648e+01  14 1.00000e+00  
 46.9 1.6693e+01  14 1.00000e+00  
 47.0 1.6739e+01  14 1.00000e+00  
 47.1 1.6784e+01  14 1.00000e+00  
 47.2 1.6829e+01  14 1.00000e+00  
 47.3 1.6874e+01  14 1.00000e+00  
 47.4 1.6919e+01  14 1.00000e+00  
 47.5 1.6964e+01  14 1.00000e+00  
 47.6 1.7012e+01  14 1.00000e+00  
 47.7 1.7060e+01  14 1.00000e+00  
 47.8 1.7137e+01  14 1.00000e+00  
 47.9 1.7180e+01  14 1.00000e+00  
 48.0 1.7224e+01  14 1.00000e+00  
 48.1 1.7267e+01  14 1.00000e+00  
 48.2 1.7310e+01  14 1.00000e+00  
 48.3 1.7354e+01  14 1.00000e+00  
 48.4 1.7397e+01  14 1.00000e+00  
 48.5 1.7440e+01  14 1.00000e+00  
 48.6 1.7483e+01  14 1.00000e+00  
 48.7 1.7526e+01  14 1.00000e+00  
 48.8 1.7569e+01  14 1.00000e+00  
 48.9 1.7612e+01  14 1.00000e+00  
 49.0 1.7655e+01  14 1.00000e+00  
 49.1 1.7698e+01  14 1.00000e+00  
 49.2 1.7741e+01  14 1.00000e+00  
 49.3 1.7784e+01  14 1.00000e+00  
 49.4 1.7827e+01  14 1.00000e+00  
 49.5 1.7870e+01  14 1.00000e+00  
 49.6 1.8011e+01  14 1.00000e+00  
 49.7 1.8055e+01  14 1.00000e+00  
 49.8 1.8099e+01  14 1.00000e+00  
 49.9 1.8142e+01  14 1.00000e+00  
 50.0 1.8186e+01  14 1.00000e+00  
 50.1 1.8230e+01  14 1.00000e+00  
 50.2 1.8274e+01  14 1.00000e+00  
 50.3 1.8317e+01  14 1.00000e+00  
 50.4 1.8361e+01  14 1.00000e+00  
 50.5 1.8404e+01  14 1.00000e+00  
 50.6 1.8447e+01  14 1.00000e+00  
 50.7 1.8491e+01  14 1.00000e+00  
 50.8 1.8534e+01  14 1.00000e+00  
 50.9 1.8577e+01  14 1.00000e+00  
 51.0 1.8621e+01  14 1.00000e+00  
 51.1 1.8665e+01  14 1.00000e+00  
 51.2 1.8708e+01  14 1.00000e+00  
 51.3 1.8751e+01  14 1.00000e+00  
 51.4 1.8718e+01  14 1.00000e+00  
 51.5 1.8763e+01  14 1.00000e+00  
 51.6 1.8809e+01  14 1.00000e+00  
 51.7 1.8855e+01  14 1.00000e+00  
 51.8 1.8901e+01  14 1.00000e+00  
 51.9 1.8947e+01  14 1.00000e+00  
 52.0 1.9005e+01  14 1.00000e+00  
 52.1 1.9132e+01  14 1.00000e+00  
 52.2 1.9143e+01  14 1.00000e+00  
 52.3 1.9142e+01  14 1.00000e+00  
 52.4 1.9178e+01  14 1.00000e+00  
 52.5 1.9221e+01  14 1.00000e+00  
 52.6 1.9265e+01  14 1.00000e+00  
 52.7 1.9311e+01  14 1.00000e+00  
 52.8 1.9357e+01  14 1.00000e+00  
 52.9 1.9403e+01  14 1.00000e+00  
 53.0 1.9449e+01  14 1.00000e+00  
 53.1 1.9494e+01  14 1.00000e+00  
 53.2 1.9639e+01  14 1.00000e+00  
 53.3 1.9682e+01  14 1.00000e+00  
 53.4 1.9726e+01  14 1.00000e+00  
 53.5 1.9770e+01  14 1.00000e+00  
 53.6 1.9814e+01  14 1.00000e+00  
 53.7 1.9858e+01  14 1.00000e+00  
 53.8 1.9901e+01  14 1.00000e+00  
 53.9 1.9944e+01  14 1.00000e+00  
 54.0 1.9987e+01  14 1.00000e+00  
 54.1 2.0031e+01  14 1.00000e+00  
 54.2 2.0074e+01  14 1.00000e+00  
 54.3 2.0117e+01  14 1.00000e+00  
 54.4 2.0160e+01  14 1.00000e+00  
 54.5 2.0203e+01  14 1.00000e+00  
 54.6 2.0247e+01  14 1.00000e+00  
 54.7 2.0290e+01  14 1.00000e+00  
 54.8 2.0333e+01  14 1.00000e+00  
 54.9 2.0376e+01  14 1.00000e+00  
 55.0 2.0419e+01  14 1.00000e+00  
 55.1 2.0462e+01  14 1.00000e+00  
 55.2 2.0505e+01  14 1.00000e+00  
 55.3 2.0485e+01  14 1.00000e+00  
 55.4 2.0529e+01  14 1.00000e+00  
 55.5 2.0573e+01  14 1.00000e+00  
 55.6 2.0616e+01  14 1.00000e+00  
 55.7 2.0660e+01  14 1.00000e+00  
 55.8 2.0703e+01  14 1.00000e+00  
 55.9 2.0747e+01  14 1.00000e+00  
 56.0 2.0791e+01  14 1.00000e+00  
 56.1 2.0834e+01  14 1.00000e+00  
