 15.1 1.4570e+00  13 4.50060e-02  
 15.2 1.4645e+00  13 4.53618e-02  
 15.3 1.4721e+00  13 4.57132e-02  
 15.4 1.4796e+00  13 4.60605e-02  
 15.5 1.4872e+00  13 4.64038e-02  
 15.6 1.4947e+00  13 4.67430e-02  
 15.7 1.5023e+00  13 4.70782e-02  
 15.8 1.5098e+00  13 4.74095e-02  
 15.9 1.5174e+00  13 4.77370e-02  
 16.0 1.5249e+00  13 4.80608e-02  
 16.1 1.5324e+00  13 4.83808e-02  
 16.2 1.5400e+00  13 4.86973e-02  
 16.3 1.5475e+00  13 4.90103e-02  
 16.4 1.5551e+00  13 4.93200e-02  
 16.5 1.5626e+00  13 4.96263e-02  
 16.6 1.5701e+00  13 4.99293e-02  
 16.7 1.5777e+00  13 5.02292e-02  
 16.8 1.5852e+00  13 5.05260e-02  
 16.9 1.5927e+00  13 5.08196e-02  
 17.0 1.6003e+00  13 5.10452e-02  
 17.1 1.6078e+00  13 5.13322e-02  
 17.2 1.6153e+00  13 5.16162e-02  
 17.3 1.6228e+00  13 5.18971e-02  
 17.4 1.6304e+00  13 5.21748e-02  
 17.5 1.6379e+00  13 5.24499e-02  
 17.6 1.6454e+00  13 5.27220e-02  
 17.7 1.6529e+00  13 5.29913e-02  
 17.8 1.6604e+00  13 5.32579e-02  
 17.9 1.6680e+00  13 5.35217e-02  
 18.0 1.6755e+00  13 5.37828e-02  
 18.1 1.6830e+00  13 5.40412e-02  
 18.2 1.6905e+00  13 5.42969e-02  
 18.3 1.6980e+00  13 5.45501e-02  
 18.4 1.7055e+00  13 5.48007e-02  
 18.5 1.7161e+00  13 5.52878e-02  
 18.6 1.7284e+00  13 5.58930e-02  
 18.7 1.7408e+00  13 5.65000e-02  
 18.8 1.7532e+00  13 5.71089e-02  
 18.9 1.7657e+00  13 5.77196e-02  
 19.0 1.7784e+00  13 5.83323e-02  
 19.1 1.7911e+00  13 5.89471e-02  
 19.2 1.8039e+00  13 5.95640e-02  
 19.3 1.8169e+00  13 6.01830e-02  
 19.4 1.8299e+00  13 6.08041e-02  
 19.5 1.8430e+00  13 6.14274e-02  
 19.6 1.8562e+00  13 6.20530e-02  
 19.7 1.8695e+00  13 6.26810e-02  
 19.8 1.8829e+00  13 6.33112e-02  
 19.9 1.8964e+00  13 6.39439e-02  
 20.0 1.9101e+00  13 6.45790e-02  
 20.1 1.9238e+00  13 6.52166e-02  
 20.2 1.7561e+01  14 1.00000e+00  
 20.3 1.7644e+01  14 1.00000e+00  
 20.4 1.7726e+01  14 1.00000e+00  
 20.5 1.7808e+01  14 1.00000e+00  
 20.6 1.7890e+01  14 1.00000e+00  
 20.7 1.7973e+01  14 1.00000e+00  
 20.8 1.8055e+01  14 1.00000e+00  
 20.9 1.8137e+01  14 1.00000e+00  
 21.0 1.8219e+01  14 1.00000e+00  
 21.1 1.8301e+01  14 1.00000e+00  
 21.2 1.8383e+01  14 1.00000e+00  
 21.3 1.8465e+01  14 1.00000e+00  
 21.4 1.8547e+01  14 1.00000e+00  
 21.5 1.8661e+01  14 1.00000e+00  
 21.6 1.8743e+01  14 1.00000e+00  
 21.7 1.8825e+01  14 1.00000e+00  
 21.8 1.8907e+01  14 1.00000e+00  
 21.9 1.8989e+01  14 1.00000e+00  
 22.0 1.9071e+01  14 1.00000e+00  
 22.1 1.9153e+01  14 1.00000e+00  
 22.2 1.9200e+01  14 1.00000e+00  
 22.3 1.9281e+01  14 1.00000e+00  
 22.4 1.9363e+01  14 1.00000e+00  
 22.5 1.9444e+01  14 1.00000e+00  
 22.6 1.9525e+01  14 1.00000e+00  
 22.7 1.9606e+01  14 1.00000e+00  
 22.8 1.9687e+01  14 1.00000e+00  
 22.9 1.9768e+01  14 1.00000e+00  
 23.0 5.5089e+00  14 2.43701e-01  
 23.1 5.6233e+00  14 2.48691e-01  
 23.2 5.7393e+00  14 2.53731e-01  
 23.3 5.8568e+00  14 2.58813e-01  
 23.4 5.9759e+00  14 2.63930e-01  
 23.5 6.0965e+00  14 2.69082e-01  
 23.6 6.2187e+00  14 2.74277e-01  
 23.7 6.3424e+00  14 2.79511e-01  
 23.8 6.4677e+00  14 2.84792e-01  
 23.9 6.5918e+00  14 2.90526e-01  
 24.0 6.7199e+00  14 2.95880e-01  
 24.1 6.8496e+00  14 3.01273e-01  
 24.2 6.9808e+00  14 3.06704e-01  
 24.3 7.1138e+00  14 3.12156e-01  
 24.4 7.2482e+00  14 3.17663e-01  
 24.5 7.3842e+00  14 3.23206e-01  
 24.6 7.5217e+00  14 3.28788e-01  
 24.7 7.6608e+00  14 3.34411e-01  
 24.8 7.7957e+00  14 3.40447e-01  
 24.9 7.9377e+00  14 3.46138e-01  
 25.0 8.0811e+00  14 3.51869e-01  
 25.1 8.2262e+00  14 3.57637e-01  
 25.2 8.3729e+00  14 3.63438e-01  
 25.3 8.5216e+00  14 3.69259e-01  
 25.4 8.6715e+00  14 3.75136e-01  
 25.5 8.8230e+00  14 3.81050e-01  
 25.6 8.9761e+00  14 3.87000e-01  
 25.7 9.1214e+00  14 3.93328e-01  
 25.8 9.2773e+00  14 3.99347e-01  
 25.9 9.4348e+00  14 4.05402e-01  
 26.0 9.5938e+00  14 4.11492e-01  
 26.1 9.7545e+00  14 4.17619e-01  
 26.2 9.9176e+00  14 4.23759e-01  
 26.3 1.0082e+01  14 4.29955e-01  
 26.4 1.0247e+01  14 4.36187e-01  
 26.5 1.0414e+01  14 4.42460e-01  
 26.6 1.0570e+01  14 4.49067e-01  
 26.7 1.0740e+01  14 4.55401e-01  
 26.8 1.0911e+01  14 4.61770e-01  
 26.9 1.1084e+01  14 4.68175e-01  
 27.0 1.1259e+01  14 4.74615e-01  
 27.1 1.1437e+01  14 4.81068e-01  
 27.2 1.1615e+01  14 4.87579e-01  
 27.3 1.1794e+01  14 4.94123e-01  
 27.4 1.1976e+01  14 5.00701e-01  
 27.5 1.2159e+01  14 5.07314e-01  
 27.6 1.2325e+01  14 5.14224e-01  
 27.7 1.2511e+01  14 5.20901e-01  
 27.8 1.2698e+01  14 5.27612e-01  
 27.9 1.2887e+01  14 5.34357e-01  
 28.0 1.3078e+01  14 5.41139e-01  
 28.1 1.3271e+01  14 5.47935e-01  
 28.2 1.3465e+01  14 5.54782e-01  
 28.3 1.3661e+01  14 5.61663e-01  
 28.4 1.3858e+01  14 5.68580e-01  
 28.5 1.4034e+01  14 5.75757e-01  
 28.6 1.4234e+01  14 5.82735e-01  
 28.7 1.4435e+01  14 5.89747e-01  
 28.8 1.4638e+01  14 5.96794e-01  
 28.9 1.4843e+01  14 6.03875e-01  
 29.0 1.5052e+01  14 6.10972e-01  
 29.1 1.5260e+01  14 6.18118e-01  
 29.2 1.5469e+01  14 6.25299e-01  
 29.3 1.5681e+01  14 6.32513e-01  
 29.4 1.5865e+01  14 6.39953e-01  
 29.5 1.6080e+01  14 6.47228e-01  
 29.6 1.6296e+01  14 6.54537e-01  
 29.7 1.6513e+01  14 6.61880e-01  
 29.8 1.6732e+01  14 6.69256e-01  
 29.9 1.6952e+01  14 6.76666e-01  
 30.0 1.7177e+01  14 6.84095e-01  
 30.1 1.7401e+01  14 6.91570e-01  
 30.2 1.7627e+01  14 6.99079e-01  
 30.3 1.7854e+01  14 7.06620e-01  
 30.4 1.8048e+01  14 7.14347e-01  
 30.5 1.8278e+01  14 7.21950e-01  
 30.6 1.8510e+01  14 7.29585e-01  
 30.7 1.8743e+01  14 7.37256e-01  
 30.8 1.8978e+01  14 7.44959e-01  
 30.9 1.9215e+01  14 7.52691e-01  
 31.0 1.9456e+01  14 7.60452e-01  
 31.1 1.9695e+01  14 7.68250e-01  
 31.2 1.9937e+01  14 7.76083e-01  
 31.3 2.0138e+01  14 7.84066e-01  
 31.4 2.0382e+01  14 7.91960e-01  
 31.5 2.0628e+01  14 7.99886e-01  
 31.6 2.0876e+01  14 8.07846e-01  
 31.7 2.1124e+01  14 8.15841e-01  
