 15.1 1.2899e+00  13 3.33386e-02  
 15.2 1.2965e+00  13 3.38236e-02  
 15.3 1.3031e+00  13 3.42968e-02  
 15.4 1.3097e+00  13 3.47676e-02  
 15.5 1.3163e+00  13 3.52455e-02  
 15.6 1.3229e+00  13 3.57121e-02  
 15.7 1.3294e+00  13 3.61751e-02  
 15.8 1.3360e+00  13 3.66466e-02  
 15.9 1.3425e+00  13 3.71073e-02  
 16.0 1.3596e+00  13 3.83315e-02  
 16.1 1.3663e+00  13 3.88041e-02  
 16.2 1.3730e+00  13 3.92875e-02  
 16.3 1.3796e+00  13 3.97611e-02  
 16.4 1.3863e+00  13 4.02354e-02  
 16.5 1.3929e+00  13 4.07208e-02  
 16.6 1.3995e+00  13 4.11966e-02  
 16.7 1.4061e+00  13 4.16777e-02  
 16.8 1.4127e+00  13 4.21381e-02  
 16.9 1.4193e+00  13 4.25997e-02  
 17.0 1.4258e+00  13 4.30387e-02  
 17.1 1.4324e+00  13 4.34785e-02  
 17.2 1.4389e+00  13 4.35522e-02  
 17.3 1.4454e+00  13 4.34109e-02  
 17.4 1.4519e+00  13 4.32796e-02  
 17.5 1.4584e+00  13 4.32538e-02  
 17.6 1.4648e+00  13 4.32325e-02  
 17.7 1.4713e+00  13 4.32190e-02  
 17.8 1.4778e+00  13 4.32176e-02  
 17.9 1.4842e+00  13 4.32289e-02  
 18.0 1.5050e+00  13 4.34162e-02  
 18.1 1.5116e+00  13 4.35585e-02  
 18.2 1.5182e+00  13 4.37209e-02  
 18.3 1.5248e+00  13 4.40829e-02  
 18.4 1.5314e+00  13 4.44477e-02  
 18.5 1.5380e+00  13 4.48131e-02  
 18.6 1.5445e+00  13 4.51764e-02  
 18.7 1.5510e+00  13 4.55343e-02  
 18.8 1.5575e+00  13 4.58813e-02  
 18.9 1.5640e+00  13 4.62202e-02  
 19.0 1.5705e+00  13 4.65529e-02  
 19.1 1.5770e+00  13 4.68791e-02  
 19.2 1.5834e+00  13 4.71990e-02  
 19.3 1.5898e+00  13 4.75125e-02  
 19.4 1.5962e+00  13 4.78196e-02  
 19.5 1.6026e+00  13 4.81197e-02  
 19.6 1.6090e+00  13 4.84133e-02  
 19.7 1.6153e+00  13 4.87003e-02  
 19.8 1.6217e+00  13 4.89820e-02  
 19.9 1.6281e+00  13 4.92591e-02  
 20.0 1.6344e+00  13 4.95296e-02  
 20.1 1.6408e+00  13 4.97938e-02  
 20.2 1.6471e+00  13 5.00530e-02  
 20.3 1.6534e+00  13 5.03076e-02  
 20.4 1.6596e+00  13 5.05582e-02  
 20.5 1.6659e+00  13 5.08061e-02  
 20.6 1.6721e+00  13 5.10509e-02  
 20.7 1.6783e+00  13 5.12963e-02  
 20.8 1.6845e+00  13 5.15423e-02  
 20.9 1.7108e+00  13 5.25696e-02  
 21.0 1.7172e+00  13 5.28163e-02  
 21.1 1.7236e+00  13 5.30610e-02  
 21.2 1.7299e+00  13 5.33038e-02  
 21.3 1.7363e+00  13 5.35445e-02  
 21.4 1.7426e+00  13 5.37840e-02  
 21.5 1.7490e+00  13 5.40193e-02  
 21.6 1.7556e+00  13 5.42649e-02  
 21.7 1.7619e+00  13 5.45007e-02  
 21.8 1.7683e+00  13 5.47343e-02  
 21.9 1.7741e+00  13 5.49452e-02  
 22.0 1.7803e+00  13 5.51723e-02  
 22.1 1.7865e+00  13 5.53993e-02  
 22.2 1.7959e+00  13 5.58422e-02  
 22.3 1.8053e+00  13 5.62850e-02  
 22.4 1.8147e+00  13 5.67274e-02  
 22.5 1.8241e+00  13 5.71698e-02  
 22.6 1.8336e+00  13 5.76124e-02  
 22.7 1.8430e+00  13 5.80556e-02  
 22.8 1.8526e+00  13 5.84988e-02  
 22.9 1.8621e+00  13 5.89418e-02  
 23.0 1.8716e+00  13 5.93847e-02  
 23.1 1.8812e+00  13 5.98275e-02  
 23.2 1.8908e+00  13 6.02701e-02  
 23.3 1.9004e+00  13 6.07127e-02  
 23.4 1.9101e+00  13 6.11565e-02  
 23.5 1.9198e+00  13 6.16001e-02  
 23.6 1.8434e+01  14 1.00000e+00  
 23.7 1.8490e+01  14 1.00000e+00  
 23.8 1.8546e+01  14 1.00000e+00  
 23.9 1.8602e+01  14 1.00000e+00  
 24.0 1.8658e+01  14 1.00000e+00  
 24.1 1.8713e+01  14 1.00000e+00  
 24.2 1.8772e+01  14 1.00000e+00  
 24.3 1.8828e+01  14 1.00000e+00  
 24.4 1.8884e+01  14 1.00000e+00  
 24.5 1.8939e+01  14 1.00000e+00  
 24.6 1.8994e+01  14 1.00000e+00  
 24.7 1.9050e+01  14 1.00000e+00  
 24.8 1.9104e+01  14 1.00000e+00  
 24.9 1.9149e+01  14 1.00000e+00  
 25.0 1.9202e+01  14 1.00000e+00  
 25.1 1.9256e+01  14 1.00000e+00  
 25.2 1.9309e+01  14 1.00000e+00  
 25.3 1.9363e+01  14 1.00000e+00  
 25.4 1.9416e+01  14 1.00000e+00  
 25.5 1.9468e+01  14 1.00000e+00  
 25.6 1.9521e+01  14 1.00000e+00  
 25.7 1.9573e+01  14 1.00000e+00  
 25.8 1.9626e+01  14 1.00000e+00  
 25.9 1.9678e+01  14 1.00000e+00  
 26.0 1.9730e+01  14 1.00000e+00  
 26.1 2.0072e+01  14 1.00000e+00  
 26.2 2.0127e+01  14 1.00000e+00  
 26.3 2.0181e+01  14 1.00000e+00  
 26.4 2.0235e+01  14 1.00000e+00  
 26.5 2.0289e+01  14 1.00000e+00  
 26.6 2.0342e+01  14 1.00000e+00  
 26.7 2.0395e+01  14 1.00000e+00  
 26.8 2.0447e+01  14 1.00000e+00  
 26.9 2.0499e+01  14 1.00000e+00  
 27.0 2.0539e+01  14 1.00000e+00  
 27.1 2.0590e+01  14 1.00000e+00  
 27.2 2.0641e+01  14 1.00000e+00  
 27.3 2.0692e+01  14 1.00000e+00  
