 15.1 1.4169e+00  13 4.10508e-02  
 15.2 1.4242e+00  13 4.14262e-02  
 15.3 1.4315e+00  13 4.17788e-02  
 15.4 1.4389e+00  13 4.21276e-02  
 15.5 1.4462e+00  13 4.24722e-02  
 15.6 1.4535e+00  13 4.28129e-02  
 15.7 1.4608e+00  13 4.31497e-02  
 15.8 1.4681e+00  13 4.34828e-02  
 15.9 1.4754e+00  13 4.38118e-02  
 16.0 1.4828e+00  13 4.41374e-02  
 16.1 1.4901e+00  13 4.44595e-02  
 16.2 1.4974e+00  13 4.47781e-02  
 16.3 1.5047e+00  13 4.50931e-02  
 16.4 1.5150e+00  13 4.56543e-02  
 16.5 1.5261e+00  13 4.62692e-02  
 16.6 1.5372e+00  13 4.68848e-02  
 16.7 1.5484e+00  13 4.75022e-02  
 16.8 1.5597e+00  13 4.81201e-02  
 16.9 1.5711e+00  13 4.87396e-02  
 17.0 1.5826e+00  13 4.93844e-02  
 17.1 1.5942e+00  13 5.00068e-02  
 17.2 1.6059e+00  13 5.06307e-02  
 17.3 1.6176e+00  13 5.12562e-02  
 17.4 1.6295e+00  13 5.18831e-02  
 17.5 1.6415e+00  13 5.25116e-02  
 17.6 1.6535e+00  13 5.31419e-02  
 17.7 1.6656e+00  13 5.37738e-02  
 17.8 1.6779e+00  13 5.44080e-02  
 17.9 1.6902e+00  13 5.50438e-02  
 18.0 1.7026e+00  13 5.56816e-02  
 18.1 1.7152e+00  13 5.63217e-02  
 18.2 1.7278e+00  13 5.69636e-02  
 18.3 1.7405e+00  13 5.76076e-02  
 18.4 1.7533e+00  13 5.82538e-02  
 18.5 1.7662e+00  13 5.89022e-02  
 18.6 1.7792e+00  13 5.95529e-02  
 18.7 1.7924e+00  13 6.02062e-02  
 18.8 1.8056e+00  13 6.08940e-02  
 18.9 1.8189e+00  13 6.15526e-02  
 19.0 1.8323e+00  13 6.22137e-02  
 19.1 1.8459e+00  13 6.28787e-02  
 19.2 1.8595e+00  13 6.35451e-02  
 19.3 1.8732e+00  13 6.42142e-02  
 19.4 1.8871e+00  13 6.48861e-02  
 19.5 1.9010e+00  13 6.55607e-02  
 19.6 1.9151e+00  13 6.62382e-02  
 19.7 1.7152e+01  14 1.00000e+00  
 19.8 1.7233e+01  14 1.00000e+00  
 19.9 1.7314e+01  14 1.00000e+00  
 20.0 1.7394e+01  14 1.00000e+00  
 20.1 1.7475e+01  14 1.00000e+00  
 20.2 1.7555e+01  14 1.00000e+00  
 20.3 1.7636e+01  14 1.00000e+00  
 20.4 1.7716e+01  14 1.00000e+00  
 20.5 1.7797e+01  14 1.00000e+00  
 20.6 1.7877e+01  14 1.00000e+00  
 20.7 1.7957e+01  14 1.00000e+00  
 20.8 1.8027e+01  14 1.00000e+00  
 20.9 1.8107e+01  14 1.00000e+00  
 21.0 1.8187e+01  14 1.00000e+00  
 21.1 1.8266e+01  14 1.00000e+00  
 21.2 1.8346e+01  14 1.00000e+00  
 21.3 1.8425e+01  14 1.00000e+00  
 21.4 1.8504e+01  14 1.00000e+00  
 21.5 1.8583e+01  14 1.00000e+00  
 21.6 1.8662e+01  14 1.00000e+00  
 21.7 1.8742e+01  14 1.00000e+00  
 21.8 1.8820e+01  14 1.00000e+00  
 21.9 1.8899e+01  14 1.00000e+00  
 22.0 1.8978e+01  14 1.00000e+00  
 22.1 1.9057e+01  14 1.00000e+00  
 22.2 1.9135e+01  14 1.00000e+00  
 22.3 1.9214e+01  14 1.00000e+00  
 22.4 1.9292e+01  14 1.00000e+00  
 22.5 1.9370e+01  14 1.00000e+00  
 22.6 5.5984e+00  14 2.53307e-01  
 22.7 5.7165e+00  14 2.58593e-01  
 22.8 5.8363e+00  14 2.63920e-01  
 22.9 5.9577e+00  14 2.69290e-01  
 23.0 6.0807e+00  14 2.74703e-01  
 23.1 6.2047e+00  14 2.80304e-01  
 23.2 6.3308e+00  14 2.85800e-01  
 23.3 6.4586e+00  14 2.91338e-01  
 23.4 6.5879e+00  14 2.96917e-01  
 23.5 6.7189e+00  14 3.02541e-01  
 23.6 6.8515e+00  14 3.08202e-01  
 23.7 6.9858e+00  14 3.13905e-01  
 23.8 7.1216e+00  14 3.19650e-01  
 23.9 7.2592e+00  14 3.25435e-01  
 24.0 7.3983e+00  14 3.31261e-01  
 24.1 7.5391e+00  14 3.37127e-01  
 24.2 7.6816e+00  14 3.43034e-01  
 24.3 7.8257e+00  14 3.48981e-01  
 24.4 7.9715e+00  14 3.54967e-01  
 24.5 8.1189e+00  14 3.60993e-01  
 24.6 8.2680e+00  14 3.67058e-01  
 24.7 8.4188e+00  14 3.73164e-01  
 24.8 8.5713e+00  14 3.79308e-01  
 24.9 8.7254e+00  14 3.85491e-01  
 25.0 8.8812e+00  14 3.91713e-01  
 25.1 9.0387e+00  14 3.97973e-01  
 25.2 9.1980e+00  14 4.04272e-01  
 25.3 9.3589e+00  14 4.10610e-01  
 25.4 9.5178e+00  14 4.17102e-01  
 25.5 9.6819e+00  14 4.23518e-01  
 25.6 9.8477e+00  14 4.29970e-01  
 25.7 1.0015e+01  14 4.36461e-01  
 25.8 1.0184e+01  14 4.42990e-01  
 25.9 1.0355e+01  14 4.49557e-01  
 26.0 1.0528e+01  14 4.56165e-01  
 26.1 1.0702e+01  14 4.62807e-01  
 26.2 1.0878e+01  14 4.69487e-01  
 26.3 1.1056e+01  14 4.76204e-01  
 26.4 1.1236e+01  14 4.82959e-01  
 26.5 1.1417e+01  14 4.89751e-01  
 26.6 1.1600e+01  14 4.96581e-01  
 26.7 1.1785e+01  14 5.03447e-01  
 26.8 1.1971e+01  14 5.10351e-01  
 26.9 1.2160e+01  14 5.17292e-01  
 27.0 1.2350e+01  14 5.24270e-01  
 27.1 1.2542e+01  14 5.31285e-01  
 27.2 1.2735e+01  14 5.38336e-01  
 27.3 1.2931e+01  14 5.45425e-01  
 27.4 1.3128e+01  14 5.52550e-01  
 27.5 1.3326e+01  14 5.59714e-01  
 27.6 1.3527e+01  14 5.66913e-01  
 27.7 1.3729e+01  14 5.74149e-01  
 27.8 1.3934e+01  14 5.81421e-01  
 27.9 1.4140e+01  14 5.88730e-01  
 28.0 1.4339e+01  14 5.96155e-01  
 28.1 1.4548e+01  14 6.03536e-01  
 28.2 1.4759e+01  14 6.10952e-01  
 28.3 1.4972e+01  14 6.18405e-01  
 28.4 1.5186e+01  14 6.25894e-01  
 28.5 1.5403e+01  14 6.33420e-01  
 28.6 1.5621e+01  14 6.40983e-01  
