 15.1 1.4230e+00  13 4.69712e-02  
 15.2 1.4306e+00  13 4.69145e-02  
 15.3 1.4383e+00  13 4.68070e-02  
 15.4 1.4459e+00  13 4.67788e-02  
 15.5 1.4536e+00  13 4.70123e-02  
 15.6 1.4612e+00  13 4.71436e-02  
 15.7 1.4689e+00  13 4.70349e-02  
 15.8 1.4765e+00  13 4.73968e-02  
 15.9 1.4842e+00  13 4.77393e-02  
 16.0 1.4918e+00  13 4.81418e-02  
 16.1 1.4994e+00  13 4.85428e-02  
 16.2 1.5071e+00  13 4.89469e-02  
 16.3 1.5147e+00  13 4.93480e-02  
 16.4 1.5224e+00  13 4.97461e-02  
 16.5 1.5300e+00  13 5.01412e-02  
 16.6 1.5377e+00  13 5.05339e-02  
 16.7 1.5453e+00  13 5.09234e-02  
 16.8 1.5530e+00  13 5.13102e-02  
 16.9 1.5606e+00  13 5.16951e-02  
 17.0 1.5682e+00  13 5.20626e-02  
 17.1 1.5759e+00  13 5.24409e-02  
 17.2 1.5835e+00  13 5.28173e-02  
 17.3 1.5912e+00  13 5.31911e-02  
 17.4 1.5988e+00  13 5.35626e-02  
 17.5 1.6064e+00  13 5.39841e-02  
 17.6 1.6141e+00  13 5.43522e-02  
 17.7 1.6217e+00  13 5.47178e-02  
 17.8 1.6294e+00  13 5.50819e-02  
 17.9 1.6370e+00  13 5.54439e-02  
 18.0 1.6446e+00  13 5.58038e-02  
 18.1 1.6523e+00  13 5.61616e-02  
 18.2 1.6599e+00  13 5.65181e-02  
 18.3 1.6675e+00  13 5.68723e-02  
 18.4 1.6752e+00  13 5.72195e-02  
 18.5 1.6828e+00  13 5.75592e-02  
 18.6 1.6904e+00  13 5.79078e-02  
 18.7 1.6980e+00  13 5.82550e-02  
 18.8 1.7057e+00  13 5.86643e-02  
 18.9 1.7133e+00  13 5.90103e-02  
 19.0 1.7209e+00  13 5.93544e-02  
 19.1 1.7290e+00  13 5.97384e-02  
 19.2 1.7411e+00  13 6.04686e-02  
 19.3 1.7533e+00  13 6.12043e-02  
 19.4 1.7656e+00  13 6.19449e-02  
 19.5 1.7780e+00  13 6.26791e-02  
 19.6 1.7905e+00  13 6.34185e-02  
 19.7 1.8031e+00  13 6.42483e-02  
 19.8 1.8157e+00  13 6.50105e-02  
 19.9 1.8285e+00  13 6.57784e-02  
 20.0 1.8413e+00  13 6.65515e-02  
 20.1 1.8542e+00  13 6.73312e-02  
 20.2 1.8673e+00  13 6.81169e-02  
 20.3 1.8804e+00  13 6.89086e-02  
 20.4 1.8936e+00  13 6.97021e-02  
 20.5 1.9069e+00  13 7.04835e-02  
 20.6 1.9203e+00  13 7.13821e-02  
 20.7 1.6036e+01  14 1.00000e+00  
 20.8 1.6081e+01  14 1.00000e+00  
