 15.1 1.2872e+00  13 3.18995e-02  
 15.2 1.2937e+00  13 3.23121e-02  
 15.3 1.3002e+00  13 3.27248e-02  
 15.4 1.3068e+00  13 3.31333e-02  
 15.5 1.3133e+00  13 3.35367e-02  
 15.6 1.3198e+00  13 3.39353e-02  
 15.7 1.3263e+00  13 3.43300e-02  
 15.8 1.3327e+00  13 3.47187e-02  
 15.9 1.3392e+00  13 3.51029e-02  
 16.0 1.3456e+00  13 3.54823e-02  
 16.1 1.3520e+00  13 3.58573e-02  
 16.2 1.3583e+00  13 3.62280e-02  
 16.3 1.3647e+00  13 3.65962e-02  
 16.4 1.3711e+00  13 3.69616e-02  
 16.5 1.3900e+00  13 3.80222e-02  
 16.6 1.3966e+00  13 3.83846e-02  
 16.7 1.4031e+00  13 3.87434e-02  
 16.8 1.4097e+00  13 3.90990e-02  
 16.9 1.4162e+00  13 3.94502e-02  
 17.0 1.4227e+00  13 3.97979e-02  
 17.1 1.4292e+00  13 4.01421e-02  
 17.2 1.4357e+00  13 4.04827e-02  
 17.3 1.4422e+00  13 4.08189e-02  
 17.4 1.4486e+00  13 4.11517e-02  
 17.5 1.4550e+00  13 4.14806e-02  
 17.6 1.4614e+00  13 4.18061e-02  
 17.7 1.4678e+00  13 4.21282e-02  
 17.8 1.4742e+00  13 4.24472e-02  
 17.9 1.4805e+00  13 4.27644e-02  
 18.0 1.4869e+00  13 4.30782e-02  
 18.1 1.4932e+00  13 4.33887e-02  
 18.2 1.4996e+00  13 4.36960e-02  
 18.3 1.5059e+00  13 4.40000e-02  
 18.4 1.5121e+00  13 4.43009e-02  
 18.5 1.5184e+00  13 4.46002e-02  
 18.6 1.5415e+00  13 4.56779e-02  
 18.7 1.5479e+00  13 4.59755e-02  
 18.8 1.5544e+00  13 4.62699e-02  
 18.9 1.5608e+00  13 4.65615e-02  
 19.0 1.5672e+00  13 4.68501e-02  
 19.1 1.5736e+00  13 4.71367e-02  
 19.2 1.5800e+00  13 4.74210e-02  
 19.3 1.5863e+00  13 4.77023e-02  
 19.4 1.5927e+00  13 4.79812e-02  
 19.5 1.5990e+00  13 4.82579e-02  
 19.6 1.6054e+00  13 4.85322e-02  
 19.7 1.6117e+00  13 4.88039e-02  
 19.8 1.6180e+00  13 4.90723e-02  
 19.9 1.6242e+00  13 4.93394e-02  
 20.0 1.6305e+00  13 4.96047e-02  
 20.1 1.6368e+00  13 4.98677e-02  
 20.2 1.6430e+00  13 5.01282e-02  
 20.3 1.6493e+00  13 5.03864e-02  
 20.4 1.6555e+00  13 5.06422e-02  
 20.5 1.6617e+00  13 5.08958e-02  
 20.6 1.6678e+00  13 5.11470e-02  
 20.7 1.6740e+00  13 5.13960e-02  
 20.8 1.6801e+00  13 5.16428e-02  
 20.9 1.6862e+00  13 5.18868e-02  
 21.0 1.6923e+00  13 5.21286e-02  
 21.1 1.6984e+00  13 5.23682e-02  
 21.2 1.7044e+00  13 5.26067e-02  
 21.3 1.7105e+00  13 5.28432e-02  
 21.4 1.7165e+00  13 5.30776e-02  
 21.5 1.7225e+00  13 5.33101e-02  
 21.6 1.7285e+00  13 5.35408e-02  
 21.7 1.7345e+00  13 5.37704e-02  
 21.8 1.7405e+00  13 5.39988e-02  
 21.9 1.7702e+00  13 5.51138e-02  
 22.0 1.7764e+00  13 5.53411e-02  
 22.1 1.7825e+00  13 5.55667e-02  
 22.2 1.7887e+00  13 5.57903e-02  
 22.3 1.7948e+00  13 5.60122e-02  
 22.4 1.8008e+00  13 5.62323e-02  
 22.5 1.8069e+00  13 5.64515e-02  
 22.6 1.8143e+00  13 5.67563e-02  
 22.7 1.8235e+00  13 5.71891e-02  
 22.8 1.8327e+00  13 5.76217e-02  
 22.9 1.8419e+00  13 5.80552e-02  
 23.0 1.8512e+00  13 5.84893e-02  
 23.1 1.8605e+00  13 5.89230e-02  
 23.2 1.8698e+00  13 5.93567e-02  
 23.3 1.8791e+00  13 5.97874e-02  
 23.4 1.8885e+00  13 6.02199e-02  
 23.5 1.8978e+00  13 6.06527e-02  
 23.6 1.9072e+00  13 6.10852e-02  
 23.7 1.9166e+00  13 6.15176e-02  
 23.8 1.9242e+00  13 6.18258e-02  
 23.9 1.8450e+01  14 1.00000e+00  
 24.0 1.8504e+01  14 1.00000e+00  
 24.1 1.8558e+01  14 1.00000e+00  
 24.2 1.8612e+01  14 1.00000e+00  
 24.3 1.8665e+01  14 1.00000e+00  
 24.4 1.8719e+01  14 1.00000e+00  
 24.5 1.8772e+01  14 1.00000e+00  
 24.6 1.8825e+01  14 1.00000e+00  
 24.7 1.8877e+01  14 1.00000e+00  
 24.8 1.8930e+01  14 1.00000e+00  
 24.9 1.8983e+01  14 1.00000e+00  
 25.0 1.9035e+01  14 1.00000e+00  
 25.1 1.9087e+01  14 1.00000e+00  
 25.2 1.9139e+01  14 1.00000e+00  
 25.3 1.9190e+01  14 1.00000e+00  
 25.4 1.9242e+01  14 1.00000e+00  
 25.5 1.9293e+01  14 1.00000e+00  
 25.6 1.9348e+01  14 1.00000e+00  
 25.7 1.9400e+01  14 1.00000e+00  
 25.8 1.9446e+01  14 1.00000e+00  
 25.9 1.9497e+01  14 1.00000e+00  
 26.0 1.9547e+01  14 1.00000e+00  
 26.1 1.9597e+01  14 1.00000e+00  
 26.2 1.9647e+01  14 1.00000e+00  
 26.3 1.9697e+01  14 1.00000e+00  
 26.4 1.9747e+01  14 1.00000e+00  
 26.5 1.9796e+01  14 1.00000e+00  
 26.6 1.9845e+01  14 1.00000e+00  
 26.7 1.9894e+01  14 1.00000e+00  
 26.8 1.9942e+01  14 1.00000e+00  
 26.9 1.9990e+01  14 1.00000e+00  
 27.0 2.0038e+01  14 1.00000e+00  
 27.1 2.0085e+01  14 1.00000e+00  
 27.2 2.0133e+01  14 1.00000e+00  
 27.3 2.0180e+01  14 1.00000e+00  
 27.4 2.0227e+01  14 1.00000e+00  
 27.5 2.0274e+01  14 1.00000e+00  
 27.6 2.0321e+01  14 1.00000e+00  
 27.7 2.0368e+01  14 1.00000e+00  
 27.8 2.0414e+01  14 1.00000e+00  
 27.9 2.0465e+01  14 1.00000e+00  
 28.0 2.0512e+01  14 1.00000e+00  
 28.1 2.0553e+01  14 1.00000e+00  
 28.2 2.0598e+01  14 1.00000e+00  
 28.3 5.9806e+00  14 2.53054e-01  
 28.4 6.0791e+00  14 2.57357e-01  
 28.5 6.1780e+00  14 2.61663e-01  
 28.6 6.2774e+00  14 2.65972e-01  
 28.7 6.3771e+00  14 2.70280e-01  
 28.8 6.4771e+00  14 2.74587e-01  
 28.9 6.5775e+00  14 2.78893e-01  
 29.0 6.6782e+00  14 2.83197e-01  
 29.1 6.7792e+00  14 2.87500e-01  
 29.2 6.8805e+00  14 2.91802e-01  
 29.3 6.9821e+00  14 2.96101e-01  
 29.4 7.0840e+00  14 3.00399e-01  
 29.5 7.1769e+00  14 3.04303e-01  
 29.6 7.2788e+00  14 3.08572e-01  
 29.7 7.3812e+00  14 3.12849e-01  
 29.8 7.4838e+00  14 3.17121e-01  
 29.9 7.5866e+00  14 3.21387e-01  
 30.0 7.6896e+00  14 3.25647e-01  
 30.1 7.7928e+00  14 3.29900e-01  
 30.2 7.8961e+00  14 3.34150e-01  
 30.3 7.9998e+00  14 3.38397e-01  
 30.4 8.1037e+00  14 3.42642e-01  
 30.5 8.2198e+00  14 3.47366e-01  
 30.6 8.3111e+00  14 3.51071e-01  
 30.7 8.4155e+00  14 3.55298e-01  
 30.8 8.5202e+00  14 3.59522e-01  
 30.9 8.6251e+00  14 3.63744e-01  
 31.0 8.7308e+00  14 3.67981e-01  
 31.1 8.8366e+00  14 3.72214e-01  
 31.2 8.9427e+00  14 3.76444e-01  
 31.3 9.0490e+00  14 3.80669e-01  
 31.4 9.1554e+00  14 3.84890e-01  
 31.5 9.2621e+00  14 3.89106e-01  
 31.6 9.3689e+00  14 3.93317e-01  
 31.7 9.4760e+00  14 3.97523e-01  
 31.8 9.5831e+00  14 4.01725e-01  
 31.9 9.6905e+00  14 4.05921e-01  
 32.0 9.7980e+00  14 4.10111e-01  
 32.1 9.9064e+00  14 4.14323e-01  
 32.2 1.0015e+01  14 4.18533e-01  
 32.3 1.0124e+01  14 4.22736e-01  
 32.4 1.0233e+01  14 4.26932e-01  
 32.5 1.0341e+01  14 4.31120e-01  
 32.6 1.0450e+01  14 4.35298e-01  
 32.7 1.0559e+01  14 4.39468e-01  
 32.8 1.0669e+01  14 4.43632e-01  
 32.9 1.0778e+01  14 4.47792e-01  
 33.0 1.0886e+01  14 4.51900e-01  
 33.1 1.0995e+01  14 4.56033e-01  
 33.2 1.1105e+01  14 4.60160e-01  
 33.3 1.1214e+01  14 4.64285e-01  
 33.4 1.1324e+01  14 4.68411e-01  
 33.5 1.1434e+01  14 4.72532e-01  
 33.6 1.1544e+01  14 4.76647e-01  
 33.7 1.1654e+01  14 4.80757e-01  
 33.8 1.1765e+01  14 4.84861e-01  
 33.9 1.1875e+01  14 4.88958e-01  
 34.0 1.1986e+01  14 4.93050e-01  
 34.1 1.2096e+01  14 4.97135e-01  
 34.2 1.2207e+01  14 5.01214e-01  
 34.3 1.2318e+01  14 5.05290e-01  
 34.4 1.2429e+01  14 5.09368e-01  
 34.5 1.2541e+01  14 5.13452e-01  
 34.6 1.2653e+01  14 5.17547e-01  
 34.7 1.2765e+01  14 5.21635e-01  
 34.8 1.2878e+01  14 5.25716e-01  
 34.9 1.2990e+01  14 5.29788e-01  
 35.0 1.3103e+01  14 5.33851e-01  
 35.1 1.3215e+01  14 5.37904e-01  
 35.2 1.3327e+01  14 5.41947e-01  
 35.3 1.3440e+01  14 5.45981e-01  
 35.4 1.3551e+01  14 5.49965e-01  
 35.5 1.3663e+01  14 5.53975e-01  
 35.6 1.3775e+01  14 5.57982e-01  
 35.7 1.3888e+01  14 5.61993e-01  
 35.8 1.4001e+01  14 5.65999e-01  
 35.9 1.4114e+01  14 5.69998e-01  
 36.0 1.4226e+01  14 5.73990e-01  
 36.1 1.4339e+01  14 5.77976e-01  
 36.2 1.4452e+01  14 5.81956e-01  
 36.3 1.4565e+01  14 5.85929e-01  
 36.4 1.4679e+01  14 5.89895e-01  
 36.5 1.4792e+01  14 5.93853e-01  
 36.6 1.4905e+01  14 5.97805e-01  
 36.7 1.5018e+01  14 6.01750e-01  
 36.8 1.5131e+01  14 6.05687e-01  
 36.9 1.5244e+01  14 6.09617e-01  
 37.0 1.5358e+01  14 6.13566e-01  
 37.1 1.5473e+01  14 6.17512e-01  
 37.2 1.5587e+01  14 6.21450e-01  
 37.3 1.5701e+01  14 6.25381e-01  
 37.4 1.5815e+01  14 6.29302e-01  
 37.5 1.5929e+01  14 6.33214e-01  
 37.6 1.6043e+01  14 6.37116e-01  
 37.7 1.6157e+01  14 6.41008e-01  
 37.8 1.6271e+01  14 6.44888e-01  
 37.9 1.6383e+01  14 6.48711e-01  
 38.0 1.6497e+01  14 6.52589e-01  
 38.1 1.6612e+01  14 6.56462e-01  
 38.2 1.6726e+01  14 6.60329e-01  
 38.3 1.6840e+01  14 6.64189e-01  
 38.4 1.6954e+01  14 6.68042e-01  
 38.5 1.7069e+01  14 6.71889e-01  
 38.6 1.7183e+01  14 6.75729e-01  
 38.7 1.7297e+01  14 6.79562e-01  
 38.8 1.7412e+01  14 6.83387e-01  
 38.9 1.7526e+01  14 6.87206e-01  
 39.0 1.7640e+01  14 6.91017e-01  
 39.1 1.7755e+01  14 6.94821e-01  
