 15.1 1.3068e+00  13 1.15648e-01  
 15.2 1.3138e+00  13 1.16008e-01  
 15.3 1.3207e+00  13 1.17566e-01  
 15.4 1.3277e+00  13 1.19109e-01  
 15.5 1.3346e+00  13 1.19643e-01  
 15.6 1.3415e+00  13 1.21114e-01  
 15.7 1.3484e+00  13 1.21601e-01  
 15.8 1.3553e+00  13 1.22610e-01  
 15.9 1.3622e+00  13 1.24236e-01  
 16.0 1.3690e+00  13 1.24426e-01  
 16.1 1.3759e+00  13 1.25973e-01  
 16.2 1.3827e+00  13 1.26802e-01  
 16.3 1.3896e+00  13 1.27958e-01  
 16.4 1.3964e+00  13 1.29090e-01  
 16.5 1.4032e+00  13 1.29479e-01  
 16.6 1.4194e+00  13 1.31384e-01  
 16.7 1.4263e+00  13 1.33147e-01  
 16.8 1.4333e+00  13 1.33657e-01  
 16.9 1.4402e+00  13 1.34433e-01  
 17.0 1.4471e+00  13 1.35139e-01  
 17.1 1.4540e+00  13 1.36064e-01  
 17.2 1.4609e+00  13 1.36991e-01  
 17.3 1.4678e+00  13 1.38251e-01  
 17.4 1.4747e+00  13 1.39000e-01  
 17.5 1.4816e+00  13 1.39269e-01  
 17.6 1.4884e+00  13 1.41073e-01  
 17.7 1.4953e+00  13 1.40506e-01  
 17.8 1.5021e+00  13 1.41625e-01  
 17.9 1.5089e+00  13 1.42292e-01  
 18.0 1.5157e+00  13 1.42965e-01  
 18.1 1.5224e+00  13 1.44536e-01  
 18.2 1.5292e+00  13 1.45146e-01  
 18.3 1.5360e+00  13 1.44649e-01  
 18.4 1.5431e+00  13 1.44302e-01  
 18.5 1.5497e+00  13 1.44854e-01  
 18.6 1.5564e+00  13 1.45463e-01  
 18.7 1.5631e+00  13 1.46145e-01  
 18.8 1.5698e+00  13 1.46871e-01  
 18.9 1.5893e+00  13 1.47406e-01  
 19.0 1.5962e+00  13 1.48683e-01  
 19.1 1.6030e+00  13 1.49780e-01  
 19.2 1.6101e+00  13 1.50536e-01  
 19.3 1.6170e+00  13 1.51068e-01  
 19.4 1.6239e+00  13 1.51465e-01  
 19.5 1.6300e+00  13 1.51520e-01  
 19.6 1.6368e+00  13 1.50955e-01  
 19.7 1.6435e+00  13 1.50831e-01  
 19.8 1.6503e+00  13 1.52160e-01  
 19.9 1.6570e+00  13 1.52441e-01  
 20.0 1.6638e+00  13 1.53150e-01  
 20.1 1.6705e+00  13 1.53685e-01  
 20.2 1.6772e+00  13 1.53199e-01  
 20.3 1.6839e+00  13 1.53400e-01  
 20.4 1.6906e+00  13 1.54603e-01  
 20.5 1.6975e+00  13 1.54355e-01  
 20.6 1.7042e+00  13 1.54945e-01  
 20.7 1.7109e+00  13 1.55117e-01  
 20.8 1.7176e+00  13 1.55325e-01  
 20.9 1.7242e+00  13 1.55589e-01  
 21.0 1.7309e+00  13 1.56043e-01  
 21.1 1.7375e+00  13 1.56396e-01  
 21.2 1.7474e+00  13 1.57052e-01  
 21.3 1.7573e+00  13 1.59079e-01  
 21.4 1.7573e+00  13 1.58456e-01  
 21.5 1.7639e+00  13 1.59402e-01  
 21.6 1.7643e+00  13 1.67118e-01  
 21.7 1.7654e+00  13 1.67181e-01  
 21.8 1.7663e+00  13 1.67231e-01  
 21.9 1.7675e+00  13 1.67301e-01  
 22.0 1.7664e+00  13 1.67240e-01  
 22.1 1.7682e+00  13 1.67339e-01  
 22.2 1.7695e+00  13 1.67413e-01  
 22.3 1.7738e+00  13 1.67662e-01  
 22.4 1.7750e+00  13 1.67728e-01  
 22.5 1.7755e+00  13 1.67759e-01  
 22.6 1.7771e+00  13 1.67847e-01  
 22.7 1.7785e+00  13 1.67927e-01  
 22.8 1.7798e+00  13 1.67997e-01  
 22.9 1.7810e+00  13 1.68064e-01  
 23.0 1.7822e+00  13 1.68133e-01  
 23.1 1.7834e+00  13 1.68198e-01  
 23.2 1.7845e+00  13 1.68258e-01  
 23.3 1.7854e+00  13 1.68310e-01  
 23.4 1.7861e+00  13 1.68349e-01  
 23.5 1.7881e+00  13 1.68462e-01  
 23.6 1.7893e+00  13 1.68525e-01  
 23.7 1.7901e+00  13 1.68568e-01  
 23.8 1.7917e+00  13 1.68655e-01  
 23.9 1.7928e+00  13 1.68720e-01  
 24.0 1.7935e+00  13 1.68759e-01  
 24.1 1.7947e+00  13 1.68820e-01  
 24.2 1.7969e+00  13 1.68941e-01  
