 15.1 1.3146e+00  13 6.92670e-02  
 15.2 1.3216e+00  13 7.06936e-02  
 15.3 1.3286e+00  13 7.32886e-02  
 15.4 1.3357e+00  13 7.50084e-02  
 15.5 1.3426e+00  13 7.72895e-02  
 15.6 1.3496e+00  13 7.93660e-02  
 15.7 1.3565e+00  13 8.14232e-02  
 15.8 1.3704e+00  13 8.56889e-02  
 15.9 1.3775e+00  13 8.85080e-02  
 16.0 1.3846e+00  13 9.01594e-02  
 16.1 1.3917e+00  13 9.33820e-02  
 16.2 1.3988e+00  13 9.48211e-02  
 16.3 1.4060e+00  13 9.84196e-02  
 16.4 1.4130e+00  13 9.97956e-02  
 16.5 1.4201e+00  13 1.03481e-01  
 16.6 1.4271e+00  13 1.05160e-01  
 16.7 1.4342e+00  13 1.08666e-01  
 16.8 1.4412e+00  13 1.10633e-01  
 16.9 1.4482e+00  13 1.13842e-01  
 17.0 1.4553e+00  13 1.16225e-01  
 17.1 1.4623e+00  13 1.19163e-01  
 17.2 1.4693e+00  13 1.21936e-01  
 17.3 1.4763e+00  13 1.24628e-01  
 17.4 1.4833e+00  13 1.27771e-01  
 17.5 1.4903e+00  13 1.30235e-01  
 17.6 1.4973e+00  13 1.33785e-01  
 17.7 1.5043e+00  13 1.35982e-01  
 17.8 1.5206e+00  13 1.40654e-01  
 17.9 1.5277e+00  13 1.40143e-01  
 18.0 1.5349e+00  13 1.41443e-01  
 18.1 1.5420e+00  13 1.42703e-01  
 18.2 1.5490e+00  13 1.42225e-01  
 18.3 1.5561e+00  13 1.43204e-01  
 18.4 1.5632e+00  13 1.44746e-01  
 18.5 1.5703e+00  13 1.44018e-01  
 18.6 1.5773e+00  13 1.45152e-01  
 18.7 1.5843e+00  13 1.45958e-01  
 18.8 1.5914e+00  13 1.45866e-01  
 18.9 1.5984e+00  13 1.46796e-01  
 19.0 1.6054e+00  13 1.47834e-01  
 19.1 1.6124e+00  13 1.47530e-01  
 19.2 1.6194e+00  13 1.48578e-01  
 19.3 1.6261e+00  13 1.49330e-01  
 19.4 1.6330e+00  13 1.49036e-01  
 19.5 1.6399e+00  13 1.49495e-01  
 19.6 1.6468e+00  13 1.50012e-01  
 19.7 1.6539e+00  13 1.50451e-01  
 19.8 1.6609e+00  13 1.51289e-01  
 19.9 1.6678e+00  13 1.52072e-01  
 20.0 1.6747e+00  13 1.52436e-01  
 20.1 1.6816e+00  13 1.52807e-01  
 20.2 1.6885e+00  13 1.53171e-01  
 20.3 1.6954e+00  13 1.53469e-01  
 20.4 1.7023e+00  13 1.53346e-01  
 20.5 1.7261e+00  13 1.54299e-01  
 20.6 1.7367e+00  13 1.55476e-01  
 20.7 1.7473e+00  13 1.56833e-01  
 20.8 1.7580e+00  13 1.58193e-01  
 20.9 1.7687e+00  13 1.59544e-01  
 21.0 1.7794e+00  13 1.60873e-01  
 21.1 1.7902e+00  13 1.62201e-01  
 21.2 1.8010e+00  13 1.63534e-01  
 21.3 1.8119e+00  13 1.64866e-01  
 21.4 1.8228e+00  13 1.66265e-01  
 21.5 1.8338e+00  13 1.67551e-01  
 21.6 1.8449e+00  13 1.67957e-01  
 21.7 1.8559e+00  13 1.69025e-01  
 21.8 1.8672e+00  13 1.70406e-01  
 21.9 1.8781e+00  13 1.71683e-01  
 22.0 1.8893e+00  13 1.72980e-01  
 22.1 1.9005e+00  13 1.74384e-01  
 22.2 1.9117e+00  13 1.75412e-01  
 22.3 1.9230e+00  13 1.76681e-01  
 22.4 7.0446e+00  14 1.00000e+00  
 22.5 7.0550e+00  14 1.00000e+00  
 22.6 1.8659e+00  13 1.63918e-01  
 22.7 1.8727e+00  13 1.64241e-01  
 22.8 1.8728e+00  13 1.71511e-01  
 22.9 1.8734e+00  13 1.71535e-01  
 23.0 1.8746e+00  13 1.71595e-01  
 23.1 1.8762e+00  13 1.71672e-01  
 23.2 1.8785e+00  13 1.71780e-01  
 23.3 1.8794e+00  13 1.71824e-01  
 23.4 1.8803e+00  13 1.71866e-01  
 23.5 1.8818e+00  13 1.71936e-01  
 23.6 1.8833e+00  13 1.72006e-01  
 23.7 1.8849e+00  13 1.72082e-01  
 23.8 1.8863e+00  13 1.72150e-01  
 23.9 1.8879e+00  13 1.72223e-01  
 24.0 1.8904e+00  13 1.72342e-01  
 24.1 1.8902e+00  13 1.72332e-01  
 24.2 1.8930e+00  13 1.72461e-01  
 24.3 1.8949e+00  13 1.72550e-01  
 24.4 1.8947e+00  13 1.72541e-01  
 24.5 1.8975e+00  13 1.72674e-01  
 24.6 1.8995e+00  13 1.72762e-01  
 24.7 1.9010e+00  13 1.72833e-01  
 24.8 1.9022e+00  13 1.72887e-01  
 24.9 1.9046e+00  13 1.72997e-01  
 25.0 1.9062e+00  13 1.73072e-01  
 25.1 1.9180e+00  13 1.73605e-01  
 25.2 1.9198e+00  13 1.73684e-01  
 25.3 1.9215e+00  13 1.73763e-01  
 25.4 1.9232e+00  13 1.73838e-01  
 25.5 7.1235e+00  14 1.00000e+00  
 25.6 7.1297e+00  14 1.00000e+00  
 25.7 7.1427e+00  14 1.00000e+00  
 25.8 7.1558e+00  14 1.00000e+00  
 25.9 7.1583e+00  14 1.00000e+00  
 26.0 7.1705e+00  14 1.00000e+00  
 26.1 7.1797e+00  14 1.00000e+00  
 26.2 7.1912e+00  14 1.00000e+00  
 26.3 7.2009e+00  14 1.00000e+00  
 26.4 7.2090e+00  14 1.00000e+00  
 26.5 7.2152e+00  14 1.00000e+00  
 26.6 7.2238e+00  14 1.00000e+00  
 26.7 7.2311e+00  14 1.00000e+00  
 26.8 7.2440e+00  14 1.00000e+00  
 26.9 7.2534e+00  14 1.00000e+00  
 27.0 7.2606e+00  14 1.00000e+00  
 27.1 7.2691e+00  14 1.00000e+00  
 27.2 7.2759e+00  14 1.00000e+00  
 27.3 7.2867e+00  14 1.00000e+00  
 27.4 7.2983e+00  14 1.00000e+00  
 27.5 7.3016e+00  14 1.00000e+00  
 27.6 7.3140e+00  14 1.00000e+00  
 27.7 7.3244e+00  14 1.00000e+00  
 27.8 7.3373e+00  14 1.00000e+00  
 27.9 7.3439e+00  14 1.00000e+00  
 28.0 7.3482e+00  14 1.00000e+00  
 28.1 7.3672e+00  14 1.00000e+00  
 28.2 7.3764e+00  14 1.00000e+00  
 28.3 7.3836e+00  14 1.00000e+00  
 28.4 7.3968e+00  14 1.00000e+00  
 28.5 7.4062e+00  14 1.00000e+00  
 28.6 7.4127e+00  14 1.00000e+00  
 28.7 7.4230e+00  14 1.00000e+00  
 28.8 7.4307e+00  14 1.00000e+00  
 28.9 7.4452e+00  14 1.00000e+00  
 29.0 7.4535e+00  14 1.00000e+00  
 29.1 7.4647e+00  14 1.00000e+00  
 29.2 7.4744e+00  14 1.00000e+00  
 29.3 7.4826e+00  14 1.00000e+00  
 29.4 7.4942e+00  14 1.00000e+00  
 29.5 7.5001e+00  14 1.00000e+00  
 29.6 7.5126e+00  14 1.00000e+00  
 29.7 7.5231e+00  14 1.00000e+00  
 29.8 7.5327e+00  14 1.00000e+00  
 29.9 7.5381e+00  14 1.00000e+00  
 30.0 7.5503e+00  14 1.00000e+00  
 30.1 7.5541e+00  14 1.00000e+00  
 30.2 7.5617e+00  14 1.00000e+00  
 30.3 7.5758e+00  14 1.00000e+00  
 30.4 7.5851e+00  14 1.00000e+00  
 30.5 7.5915e+00  14 1.00000e+00  
 30.6 7.6022e+00  14 1.00000e+00  
