 15.1 1.3381e+00  13 4.65586e-02  
 15.2 1.3454e+00  13 4.72717e-02  
 15.3 1.3527e+00  13 4.79819e-02  
 15.4 1.3601e+00  13 4.86911e-02  
 15.5 1.3674e+00  13 4.93986e-02  
 15.6 1.3747e+00  13 5.01055e-02  
 15.7 1.3820e+00  13 5.08096e-02  
 15.8 1.3938e+00  13 5.19297e-02  
 15.9 1.4012e+00  13 5.26405e-02  
 16.0 1.4086e+00  13 5.33506e-02  
 16.1 1.4160e+00  13 5.40590e-02  
 16.2 1.4233e+00  13 5.47679e-02  
 16.3 1.4307e+00  13 5.54762e-02  
 16.4 1.4381e+00  13 5.61853e-02  
 16.5 1.4454e+00  13 5.68875e-02  
 16.6 1.4528e+00  13 5.75720e-02  
 16.7 1.4601e+00  13 5.82798e-02  
 16.8 1.4675e+00  13 5.89893e-02  
 16.9 1.4748e+00  13 5.96988e-02  
 17.0 1.4822e+00  13 6.04106e-02  
 17.1 1.4895e+00  13 6.11222e-02  
 17.2 1.4968e+00  13 6.18354e-02  
 17.3 1.5042e+00  13 6.25145e-02  
 17.4 1.5115e+00  13 6.32298e-02  
 17.5 1.5188e+00  13 6.39483e-02  
 17.6 1.5263e+00  13 6.46854e-02  
 17.7 1.5332e+00  13 6.53662e-02  
 17.8 1.5538e+00  13 6.73781e-02  
 17.9 1.5614e+00  13 6.81361e-02  
 18.0 1.5689e+00  13 6.88959e-02  
 18.1 1.5765e+00  13 6.96627e-02  
 18.2 1.5840e+00  13 7.04326e-02  
 18.3 1.5916e+00  13 7.11963e-02  
 18.4 1.5991e+00  13 7.19379e-02  
 18.5 1.6067e+00  13 7.27192e-02  
 18.6 1.6142e+00  13 7.35069e-02  
 18.7 1.6218e+00  13 7.42959e-02  
 18.8 1.6293e+00  13 7.50941e-02  
 18.9 1.6368e+00  13 7.58440e-02  
 19.0 1.6444e+00  13 7.66493e-02  
 19.1 1.6519e+00  13 7.74627e-02  
 19.2 1.6594e+00  13 7.82809e-02  
 19.3 1.6669e+00  13 7.91070e-02  
 19.4 1.6744e+00  13 7.99439e-02  
 19.5 1.6819e+00  13 8.07157e-02  
 19.6 1.6894e+00  13 8.15585e-02  
 19.7 1.6990e+00  13 8.26954e-02  
 19.8 1.7103e+00  13 8.40866e-02  
 19.9 1.7216e+00  13 8.55013e-02  
 20.0 1.7331e+00  13 8.68687e-02  
 20.1 1.7445e+00  13 8.83262e-02  
 20.2 1.7561e+00  13 8.98084e-02  
 20.3 1.7677e+00  13 9.13173e-02  
 20.4 1.7606e+00  13 9.03848e-02  
 20.5 1.7721e+00  13 9.18848e-02  
 20.6 1.7834e+00  13 9.33794e-02  
 20.7 1.8098e+00  13 9.68299e-02  
 20.8 1.8216e+00  13 9.84372e-02  
 20.9 1.8334e+00  13 1.00069e-01  
 21.0 1.8453e+00  13 1.01727e-01  
 21.1 1.8573e+00  13 1.03322e-01  
 21.2 1.8694e+00  13 1.05037e-01  
 21.3 1.8816e+00  13 1.06798e-01  
 21.4 1.8938e+00  13 1.08574e-01  
 21.5 1.9060e+00  13 1.10363e-01  
 21.6 1.9183e+00  13 1.12172e-01  
 21.7 1.0458e+01  14 1.00000e+00  
 21.8 1.0427e+01  14 1.00000e+00  
 21.9 1.0394e+01  14 1.00000e+00  
 22.0 1.0361e+01  14 1.00000e+00  
 22.1 1.0329e+01  14 1.00000e+00  
 22.2 1.0303e+01  14 1.00000e+00  
 22.3 1.0267e+01  14 1.00000e+00  
 22.4 1.0231e+01  14 1.00000e+00  
 22.5 1.0195e+01  14 1.00000e+00  
 22.6 1.0158e+01  14 1.00000e+00  
 22.7 1.0127e+01  14 1.00000e+00  
 22.8 1.0095e+01  14 1.00000e+00  
 22.9 1.0056e+01  14 1.00000e+00  
 23.0 1.0018e+01  14 1.00000e+00  
 23.1 9.9784e+00  14 1.00000e+00  
 23.2 9.9384e+00  14 1.00000e+00  
 23.3 9.8976e+00  14 1.00000e+00  
 23.4 9.8673e+00  14 1.00000e+00  
 23.5 9.8258e+00  14 1.00000e+00  
 23.6 9.7524e+00  14 1.00000e+00  
 23.7 9.6987e+00  14 1.00000e+00  
 23.8 9.6641e+00  14 1.00000e+00  
