 -2.5  18.3  20.0  24.4  3.59049706  -63.11885735  2.62691331  -44.11598146   5.79315353e-09  -2.31959568e-06   3.70710207e-04  -2.98761046e-02   1.25669848e+00  -2.55879214e+01   2.18435275e+02
   -2  18.5  20.3  24.6  3.54932466  -63.01228226  2.55015119  -42.94068928   6.66503818e-09  -2.66131930e-06   4.24440516e-04  -3.41956214e-02   1.44358445e+00  -2.97243495e+01   2.54657149e+02
 -1.5  18.8  20.7  25.1  3.53041912  -63.68916672  2.51183666  -42.92528404   7.81018308e-09  -3.06011520e-06   4.78885722e-04  -3.78786101e-02   1.57277511e+00  -3.20084355e+01   2.70910739e+02
-1.25  19.0  20.8  25.4  3.50517389  -63.85659562  2.43323822  -41.75964287   6.42440961e-09  -2.38983317e-06   3.51841530e-04  -2.58466433e-02   9.78046034e-01  -1.76588529e+01   1.38129312e+02
   -1  19.2  20.9  25.7  3.23787083  -59.49036961  2.0048832   -33.6647088   -4.05101447e-09   1.59399265e-06  -2.53185643e-04   2.06317682e-02  -8.99078918e-01   1.94681530e+01  -1.44911421e+02
 -0.5  19.7  21.6  26.6  3.01860982  -56.94438765  1.68191231  -28.25206379  -1.96523259e-09   7.84988032e-07  -1.26874129e-04   1.05558788e-02  -4.72082705e-01   1.05768509e+01  -7.59567675e+01
-0.25  20.2  21.75 26.45 2.25096471  -42.76163059  0.80871588  -11.15917113   2.88588044e-10  -1.16615940e-07   1.91934083e-05  -1.64304053e-03   7.66912439e-02  -1.79102014e+00   2.56875544e+01
    0  20.8  22.3  24.6  1.18921786  -22.0288606   0.78014872  -13.3717669    9.01298450e-10  -3.33492878e-07   4.88264234e-05  -3.55127310e-03   1.29883403e-01  -1.98191333e+00   1.29327692e+01
